area_type,area,age_0_4_male,age_5_9_male,age_10_14_male,age_15_19_male,age_20_24_male,age_25_29_male,age_30_34_male,age_35_39_male,age_40_44_male,age_45_49_male,age_50_54_male,age_55_59_male,age_60_64_male,age_65_69_male,age_70_74_male,age_75_79_male,age_80_84_male,age_85_above_male,age_0_4_female,age_5_9_female,age_10_14_female,age_15_19_female,age_20_24_female,age_25_29_female,age_30_34_female,age_35_39_female,age_40_44_female,age_45_49_female,age_50_54_female,age_55_59_female,age_60_64_female,age_65_69_female,age_70_74_female,age_75_79_female,age_80_84_female,age_85_above_female
country,Malaysia,-1280168.0,-1660274.0,-1471571.0,-1419395.0,-1323087.0,-1505018.0,-1687137.0,-1605252.0,-1243074.0,-988342.0,-735630.0,-722725.0,-497781.0,-375507.0,-234895.0,-119079.0,-65187.0,-32095.0,1270242.0,1554019.0,1335566.0,1298597.0,1210536.0,1284676.0,1386326.0,1348841.0,1106147.0,876042.0,716822.0,697046.0,506898.0,383483.0,240071.0,130278.0,84068.0,51510.0
state,Johor,-139959.0,-177624.0,-171301.0,-171217.0,-174638.0,-214664.0,-232321.0,-211206.0,-157888.0,-129415.0,-93255.0,-94889.0,-63469.0,-49570.0,-31624.0,-15275.0,-8978.0,-4014.0,143447.0,167580.0,159399.0,156402.0,144987.0,164895.0,167526.0,161005.0,136588.0,110579.0,89670.0,90086.0,64189.0,49732.0,30595.0,15079.0,10345.0,6259.0
state,Kedah,-78154.0,-119697.0,-110063.0,-98402.0,-78005.0,-74132.0,-103651.0,-87885.0,-75732.0,-62880.0,-49009.0,-53473.0,-36205.0,-27938.0,-17238.0,-8264.0,-4629.0,-1929.0,77995.0,115664.0,101416.0,90846.0,76097.0,67269.0,83602.0,82841.0,74287.0,58979.0,51819.0,55222.0,38977.0,30850.0,18214.0,9928.0,6629.0,3506.0
state,Kelantan,-71369.0,-104694.0,-99967.0,-104583.0,-84328.0,-67763.0,-61550.0,-55609.0,-44839.0,-41865.0,-39031.0,-40325.0,-31347.0,-22405.0,-16021.0,-8327.0,-3939.0,-2101.0,70347.0,98039.0,92679.0,102608.0,87289.0,62374.0,56653.0,51845.0,43360.0,44730.0,43098.0,43177.0,34919.0,24345.0,17010.0,10204.0,6111.0,3650.0
state,Melaka,-44931.0,-40574.0,-35931.0,-54323.0,-48950.0,-44481.0,-61686.0,-40396.0,-43542.0,-22881.0,-19973.0,-20955.0,-16797.0,-12914.0,-8485.0,-4278.0,-2544.0,-1301.0,42120.0,37662.0,32735.0,48249.0,42503.0,39902.0,40108.0,33952.0,39881.0,23201.0,20707.0,21487.0,17251.0,14482.0,9033.0,4810.0,3388.0,2015.0
state,Negeri Sembilan,-45461.0,-60389.0,-49932.0,-52369.0,-51896.0,-54453.0,-61361.0,-56338.0,-40062.0,-32532.0,-25938.0,-31342.0,-22149.0,-18409.0,-11364.0,-5393.0,-3237.0,-1349.0,48031.0,54880.0,43383.0,47265.0,48894.0,46825.0,49315.0,46286.0,36283.0,30281.0,27896.0,31619.0,23530.0,18341.0,11496.0,5762.0,3823.0,2090.0
state,Pahang,-54385.0,-85984.0,-84417.0,-82330.0,-66520.0,-69506.0,-75126.0,-76680.0,-63658.0,-47157.0,-35864.0,-34011.0,-24644.0,-19249.0,-13333.0,-6497.0,-3470.0,-1320.0,53972.0,80760.0,77030.0,74626.0,55692.0,51756.0,58567.0,60517.0,56457.0,41881.0,33781.0,32694.0,24952.0,19850.0,12630.0,6111.0,3993.0,1875.0
state,Perak,-84371.0,-112644.0,-104005.0,-115898.0,-118430.0,-107511.0,-106645.0,-105998.0,-90440.0,-67427.0,-62648.0,-67371.0,-53801.0,-43148.0,-30078.0,-15740.0,-9496.0,-4587.0,79816.0,103624.0,94163.0,106571.0,101578.0,79875.0,83257.0,86338.0,77770.0,67928.0,66039.0,70713.0,57884.0,47240.0,33628.0,18529.0,12806.0,8044.0
state,Perlis,-7825.0,-10107.0,-12334.0,-19413.0,-16043.0,-11051.0,-10120.0,-9866.0,-12675.0,-5664.0,-5994.0,-6272.0,-5016.0,-4111.0,-2881.0,-1577.0,-933.0,-463.0,7349.0,9283.0,11373.0,17652.0,16280.0,9809.0,9491.0,9453.0,13248.0,7424.0,6530.0,6719.0,5508.0,5204.0,3150.0,1880.0,1291.0,896.0
state,Pulau Pinang,-53495.0,-80934.0,-65587.0,-61843.0,-62313.0,-84783.0,-94998.0,-90957.0,-66389.0,-56520.0,-40638.0,-48592.0,-31278.0,-25403.0,-15522.0,-7685.0,-3903.0,-1714.0,50365.0,71542.0,56192.0,55608.0,65984.0,78454.0,87680.0,79882.0,63064.0,52077.0,42787.0,50829.0,32543.0,26929.0,16496.0,8823.0,5260.0,3336.0
state,Sabah,-144124.0,-210782.0,-180487.0,-165063.0,-150672.0,-152847.0,-147296.0,-144453.0,-120852.0,-103889.0,-88148.0,-67054.0,-45624.0,-26719.0,-15138.0,-8379.0,-4945.0,-3334.0,137592.0,196840.0,165503.0,151034.0,139424.0,143423.0,137010.0,137211.0,112509.0,95024.0,74409.0,55115.0,39168.0,23097.0,14083.0,8067.0,5524.0,3946.0
state,Sarawak,-71510.0,-101591.0,-107055.0,-110070.0,-110063.0,-118486.0,-112934.0,-99476.0,-84760.0,-78749.0,-70243.0,-65814.0,-49046.0,-38579.0,-24523.0,-14688.0,-7416.0,-4558.0,67778.0,94697.0,97553.0,103042.0,100759.0,104150.0,98098.0,88486.0,79520.0,74773.0,68478.0,62819.0,48975.0,37792.0,25494.0,15646.0,9235.0,6821.0
state,Selangor,-368020.0,-389189.0,-296278.0,-246942.0,-238374.0,-350362.0,-439058.0,-426752.0,-295466.0,-224250.0,-131528.0,-125407.0,-72396.0,-53517.0,-29291.0,-13688.0,-6886.0,-3351.0,376555.0,366933.0,263991.0,219426.0,217744.0,299944.0,360887.0,345676.0,250314.0,172595.0,119486.0,109222.0,70935.0,51899.0,29046.0,14635.0,8955.0,5425.0
state,Terengganu,-48306.0,-62337.0,-57859.0,-58371.0,-55115.0,-49155.0,-47816.0,-45993.0,-35147.0,-29472.0,-25260.0,-24630.0,-18865.0,-13434.0,-8380.0,-4531.0,-2315.0,-879.0,47491.0,58978.0,54136.0,54432.0,52592.0,42945.0,42301.0,40500.0,31988.0,29417.0,27054.0,25826.0,20200.0,13978.0,8647.0,5742.0,3639.0,1709.0
state,W.P. Kuala Lumpur,-56141.0,-90466.0,-86326.0,-71426.0,-61942.0,-98644.0,-123262.0,-140024.0,-103875.0,-81083.0,-44484.0,-39344.0,-24997.0,-18892.0,-10275.0,-4452.0,-2295.0,-978.0,56584.0,85339.0,76946.0,63403.0,54221.0,85072.0,101076.0,110924.0,83775.0,62446.0,41392.0,38649.0,25864.0,18449.0,9877.0,4689.0,2815.0,1685.0
state,W.P. Labuan,-5441.0,-4368.0,-4211.0,-4065.0,-3766.0,-4342.0,-4278.0,-5553.0,-2955.0,-2229.0,-2115.0,-2055.0,-1464.0,-869.0,-585.0,-235.0,-164.0,-195.0,4591.0,3799.0,3603.0,4615.0,4363.0,4387.0,4341.0,4422.0,2492.0,2489.0,2162.0,1766.0,1252.0,861.0,415.0,265.0,194.0,213.0
state,W.P. Putrajaya,-6676.0,-8894.0,-5818.0,-3080.0,-2032.0,-2838.0,-5035.0,-8066.0,-4794.0,-2329.0,-1502.0,-1191.0,-683.0,-350.0,-157.0,-70.0,-37.0,-22.0,6209.0,8399.0,5464.0,2818.0,2129.0,3596.0,6414.0,9503.0,4611.0,2218.0,1514.0,1103.0,751.0,434.0,257.0,108.0,60.0,40.0
district,Batu Pahat,-14148.0,-19386.0,-20583.0,-24964.0,-31711.0,-24064.0,-22952.0,-20640.0,-16981.0,-14989.0,-12261.0,-14096.0,-8890.0,-6935.0,-4541.0,-2315.0,-1376.0,-777.0,14429.0,17957.0,19420.0,22662.0,27301.0,18856.0,16305.0,16600.0,15590.0,13941.0,12496.0,13139.0,8760.0,6898.0,4386.0,2365.0,1561.0,1063.0
district,Johor Bahru,-72101.0,-83910.0,-73644.0,-64310.0,-59220.0,-90878.0,-107389.0,-102530.0,-70888.0,-59781.0,-37389.0,-35162.0,-20246.0,-15130.0,-8323.0,-3612.0,-1936.0,-866.0,74050.0,78459.0,68117.0,58012.0,50120.0,77419.0,87607.0,82602.0,62872.0,47819.0,34135.0,32030.0,20094.0,14947.0,8146.0,3694.0,2333.0,1420.0
district,Kluang,-8848.0,-14457.0,-14631.0,-13233.0,-13903.0,-18654.0,-17609.0,-17074.0,-13440.0,-10881.0,-8586.0,-8685.0,-7129.0,-5494.0,-3518.0,-1811.0,-987.0,-374.0,9249.0,14002.0,13926.0,11891.0,8687.0,10452.0,10708.0,11204.0,10004.0,8847.0,8172.0,8730.0,7014.0,5104.0,3191.0,1597.0,1050.0,620.0
district,Kota Tinggi,-7926.0,-9473.0,-9568.0,-9943.0,-9538.0,-10728.0,-12779.0,-10933.0,-8932.0,-6733.0,-5189.0,-4488.0,-3556.0,-3465.0,-2915.0,-1387.0,-683.0,-186.0,7780.0,9175.0,8633.0,9226.0,8083.0,7826.0,8294.0,7985.0,7539.0,6010.0,4881.0,4633.0,4503.0,4354.0,2927.0,1141.0,661.0,309.0
district,Mersing,-2661.0,-3434.0,-3525.0,-3417.0,-3822.0,-3593.0,-4032.0,-3633.0,-2784.0,-2240.0,-1927.0,-1910.0,-1924.0,-1571.0,-909.0,-315.0,-170.0,-72.0,2529.0,3305.0,3332.0,3237.0,2541.0,2630.0,2737.0,2643.0,2336.0,2048.0,1822.0,2204.0,2128.0,1387.0,715.0,291.0,245.0,126.0
district,Muar,-9486.0,-13188.0,-13493.0,-14775.0,-15948.0,-19804.0,-19265.0,-16548.0,-11840.0,-9482.0,-6993.0,-7480.0,-5576.0,-4142.0,-2700.0,-1297.0,-866.0,-413.0,10310.0,12636.0,12878.0,13277.0,11945.0,11131.0,10499.0,10658.0,9332.0,8328.0,7145.0,7574.0,5665.0,4315.0,2687.0,1377.0,1074.0,649.0
district,Pontian,-5520.0,-7620.0,-7423.0,-7010.0,-6553.0,-8820.0,-9139.0,-8760.0,-7171.0,-4878.0,-4345.0,-5598.0,-3436.0,-2820.0,-1981.0,-1103.0,-723.0,-347.0,5584.0,7322.0,6768.0,6441.0,5194.0,6791.0,6295.0,5923.0,4875.0,4544.0,4667.0,5145.0,3259.0,2712.0,2069.0,1165.0,832.0,485.0
district,Segamat,-5128.0,-6882.0,-8126.0,-8784.0,-9013.0,-9051.0,-8631.0,-8213.0,-6369.0,-6256.0,-5194.0,-6471.0,-5140.0,-4285.0,-2911.0,-1426.0,-928.0,-392.0,5292.0,6893.0,7632.0,8733.0,9347.0,6259.0,6089.0,6255.0,5594.0,5689.0,5488.0,6286.0,5380.0,4143.0,2530.0,1315.0,1073.0,564.0
district,Kulai,-9963.0,-12819.0,-12807.0,-15132.0,-17811.0,-21871.0,-23285.0,-16669.0,-14054.0,-9234.0,-7072.0,-6225.0,-3897.0,-3019.0,-2017.0,-1007.0,-593.0,-259.0,9680.0,11698.0,11787.0,13754.0,15751.0,17506.0,13805.0,12229.0,13371.0,8532.0,6543.0,5684.0,3930.0,3264.0,2055.0,1029.0,717.0,428.0
district,Tangkak,-4178.0,-6455.0,-7501.0,-9649.0,-7119.0,-7201.0,-7240.0,-6206.0,-5429.0,-4941.0,-4299.0,-4774.0,-3675.0,-2709.0,-1809.0,-1002.0,-716.0,-328.0,4544.0,6133.0,6906.0,9169.0,6018.0,6025.0,5187.0,4906.0,5075.0,4821.0,4321.0,4661.0,3456.0,2608.0,1889.0,1105.0,799.0,595.0
district,Baling,-4651.0,-7318.0,-7966.0,-7293.0,-6430.0,-5012.0,-5885.0,-5576.0,-4787.0,-4094.0,-3408.0,-3722.0,-2567.0,-2000.0,-1180.0,-642.0,-386.0,-185.0,4239.0,7214.0,7388.0,6731.0,6004.0,4071.0,4362.0,5619.0,4496.0,3999.0,3645.0,3761.0,2733.0,2231.0,1341.0,804.0,588.0,315.0
district,Bandar Baharu,-1226.0,-2082.0,-2340.0,-2376.0,-1755.0,-1824.0,-1850.0,-1589.0,-1611.0,-1211.0,-1124.0,-1004.0,-1018.0,-718.0,-565.0,-230.0,-140.0,-77.0,1261.0,2023.0,2240.0,1998.0,1576.0,1366.0,1411.0,1383.0,1665.0,1227.0,1121.0,1113.0,1201.0,889.0,602.0,271.0,205.0,120.0
district,Kota Setar,-14806.0,-19847.0,-17931.0,-16733.0,-12159.0,-12055.0,-16121.0,-14582.0,-12889.0,-9897.0,-8168.0,-9744.0,-7635.0,-6334.0,-3761.0,-1973.0,-1055.0,-438.0,13653.0,18963.0,16854.0,15862.0,11901.0,12200.0,16684.0,14667.0,12936.0,9819.0,9312.0,10834.0,8632.0,6902.0,4206.0,2255.0,1459.0,784.0
district,Kuala Muda,-18169.0,-31946.0,-28690.0,-22933.0,-18400.0,-17287.0,-35688.0,-24558.0,-20767.0,-16984.0,-12272.0,-12796.0,-8378.0,-5491.0,-3155.0,-1401.0,-776.0,-331.0,21819.0,34863.0,27346.0,21535.0,18458.0,15752.0,19488.0,23024.0,20261.0,15303.0,13100.0,12864.0,8387.0,5886.0,3272.0,1722.0,1187.0,695.0
district,Kubang Pasu,-7562.0,-11295.0,-11078.0,-11008.0,-11630.0,-8499.0,-8847.0,-8914.0,-7171.0,-6577.0,-5503.0,-6396.0,-4520.0,-3987.0,-2460.0,-1075.0,-566.0,-228.0,7639.0,10692.0,10169.0,11137.0,14318.0,8259.0,8998.0,8478.0,7413.0,6335.0,5845.0,6767.0,4992.0,4379.0,2397.0,1329.0,881.0,415.0
district,Kulim,-12148.0,-21529.0,-19738.0,-16254.0,-10980.0,-12042.0,-15704.0,-15619.0,-13971.0,-10976.0,-7375.0,-6898.0,-4222.0,-2720.0,-1637.0,-666.0,-400.0,-162.0,12904.0,20392.0,17664.0,14038.0,9463.0,10637.0,16360.0,14348.0,13948.0,9789.0,7209.0,7195.0,4314.0,2924.0,1716.0,845.0,574.0,338.0
district,Langkawi,-3723.0,-4662.0,-4422.0,-3979.0,-4131.0,-4852.0,-5673.0,-3926.0,-2779.0,-2875.0,-2285.0,-2201.0,-1276.0,-903.0,-522.0,-276.0,-147.0,-62.0,3717.0,4500.0,4190.0,3852.0,3698.0,4335.0,4042.0,3789.0,2980.0,2754.0,2222.0,2086.0,1256.0,896.0,519.0,310.0,197.0,101.0
district,Padang Terap,-2369.0,-3368.0,-3175.0,-3472.0,-2536.0,-2586.0,-2770.0,-2516.0,-2230.0,-1834.0,-1764.0,-2202.0,-1163.0,-944.0,-637.0,-362.0,-214.0,-81.0,2435.0,3035.0,2889.0,3203.0,2277.0,1949.0,2044.0,2032.0,1858.0,1694.0,1908.0,2208.0,1306.0,1116.0,724.0,432.0,257.0,108.0
district,Sik,-2612.0,-3200.0,-3105.0,-3802.0,-2669.0,-2245.0,-2538.0,-2372.0,-2141.0,-1891.0,-1649.0,-2088.0,-1256.0,-1370.0,-951.0,-465.0,-221.0,-99.0,2832.0,2993.0,2944.0,3126.0,2006.0,2267.0,2121.0,2310.0,2138.0,1904.0,1822.0,1922.0,1596.0,1638.0,827.0,433.0,231.0,141.0
district,Yan,-3233.0,-4935.0,-4305.0,-4120.0,-2322.0,-2324.0,-2194.0,-2142.0,-2393.0,-1749.0,-1589.0,-2061.0,-1345.0,-1353.0,-870.0,-438.0,-207.0,-79.0,2858.0,3676.0,3376.0,3482.0,2157.0,2234.0,2152.0,2232.0,2269.0,2096.0,1827.0,2247.0,1540.0,1608.0,962.0,528.0,340.0,141.0
district,Pendang,-5709.0,-7247.0,-5291.0,-4470.0,-3136.0,-2984.0,-3681.0,-3632.0,-3004.0,-2956.0,-2472.0,-2796.0,-1827.0,-1357.0,-989.0,-478.0,-330.0,-117.0,2951.0,5072.0,4492.0,4093.0,2893.0,2762.0,3805.0,3457.0,2884.0,2785.0,2545.0,2810.0,1988.0,1500.0,1057.0,651.0,475.0,226.0
district,Pokok Sena,-1946.0,-2268.0,-2022.0,-1962.0,-1857.0,-2422.0,-2700.0,-2459.0,-1989.0,-1836.0,-1400.0,-1565.0,-998.0,-761.0,-511.0,-258.0,-187.0,-70.0,1687.0,2241.0,1864.0,1789.0,1346.0,1437.0,2135.0,1502.0,1439.0,1274.0,1263.0,1415.0,1032.0,881.0,591.0,348.0,235.0,122.0
district,Bachok,-5826.0,-7236.0,-8200.0,-10276.0,-7678.0,-5687.0,-4758.0,-4578.0,-3811.0,-3933.0,-3630.0,-3646.0,-2738.0,-1720.0,-1312.0,-701.0,-323.0,-157.0,5781.0,7515.0,8598.0,11786.0,8552.0,5462.0,4699.0,4415.0,3842.0,4416.0,3826.0,3803.0,3002.0,2027.0,1540.0,966.0,533.0,315.0
district,Kota Bharu,-20289.0,-27617.0,-28270.0,-31972.0,-30649.0,-22635.0,-20024.0,-17835.0,-14069.0,-12699.0,-12744.0,-12454.0,-10050.0,-7019.0,-5009.0,-2646.0,-1189.0,-637.0,19061.0,25995.0,26437.0,31511.0,32479.0,21355.0,18329.0,16057.0,13889.0,14122.0,14170.0,13771.0,11264.0,7672.0,5454.0,3235.0,1955.0,1194.0
district,Machang,-5176.0,-6274.0,-6813.0,-6471.0,-5328.0,-3484.0,-3080.0,-3073.0,-2532.0,-2557.0,-2174.0,-2478.0,-1904.0,-1353.0,-981.0,-583.0,-292.0,-127.0,5586.0,6196.0,5951.0,6570.0,5975.0,2998.0,2969.0,2598.0,2422.0,2685.0,2558.0,2628.0,2083.0,1611.0,1093.0,775.0,407.0,223.0
district,Pasir Mas,-7643.0,-17530.0,-12798.0,-13324.0,-9665.0,-7729.0,-7865.0,-7291.0,-5521.0,-5221.0,-4905.0,-5572.0,-4205.0,-3163.0,-2266.0,-1120.0,-631.0,-307.0,7561.0,14790.0,11592.0,11536.0,10083.0,7485.0,7608.0,7249.0,5088.0,5424.0,5623.0,5829.0,5150.0,3270.0,2517.0,1360.0,915.0,588.0
district,Pasir Puteh,-5499.0,-8456.0,-8485.0,-8318.0,-5211.0,-4338.0,-3943.0,-3702.0,-3095.0,-3103.0,-3182.0,-3237.0,-2312.0,-1755.0,-1403.0,-799.0,-349.0,-260.0,5559.0,8610.0,7896.0,8858.0,5029.0,4134.0,3709.0,3823.0,3158.0,3438.0,3458.0,3212.0,2515.0,1968.0,1488.0,936.0,554.0,365.0
