0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PERAK,Pegoh Ipoh,46**,47**,49**,48**,49**,49**,50**,50**,50**,51**,51**,51**,51**,52**,52**,52**,53**,53**,53**,52**,53**,52**,53**,54**
PERAK,Seri Manjung,53**,53**,53**,53**,55**,56**,58**,58**,58**,59**,59**,59**,60**,60**,60**,60**,60**,61**,61**,62**,63**,63**,65**,65**
PERAK,Tanjung Malim,49c,67c,80c,80c,74c,58c,51**,52**,52**,52**,52**,53**,53**,53**,53**,54**,54**,54**,55**,57**,58**,60**,62**,63**
W.P. KUALA LUMPUR,Batu Muda,54**,54**,55**,56**,56**,56**,56**,56**,57**,58**,58**,59**,59**,60**,61**,62**,62**,64**,66**,66**,67**,68**,69**,70**
W.P. KUALA LUMPUR,Cheras,78**,80**,82**,83**,82**,83**,84**,85**,87**,88**,88**,89**,89**,90**,91**,91**,92**,93**,94**,95**,96**,96**,96**,96**
W.P. PUTRAJAYA,Putrajaya,79**,80**,81**,82**,82**,82**,81**,81**,82**,82**,83**,84**,85**,87**,88**,89**,90**,91**,92**,93**,92**,92**,92**,92**
SELANGOR,Kuala Selangor,61**,61**,60**,61**,62**,62**,63**,63**,65**,68**,71**,71**,72**,72**,73**,74**,77**,79**,78**,81**,83**,84**,84**,84**
SELANGOR,Petaling Jaya,60**,61**,62**,63**,63**,63**,64**,64**,65**,65**,65**,65**,65**,65**,65**,66**,67**,69**,69**,70**,71**,73**,73**,74**
SELANGOR,Shah Alam,71**,71**,71**,72**,73**,73**,74**,74**,75**,75**,77**,78**,78**,79**,80**,80**,81**,82**,83**,84**,84**,85**,86**,87**
SELANGOR,Klang,67**,68**,68**,69**,69**,68**,67**,66**,66**,67**,68**,69**,70**,72**,72**,73**,74**,76**,76**,76**,75**,76**,75**,76**
SELANGOR,Banting,70**,70**,70**,68**,66**,63**,61**,61**,62**,63**,64**,65**,66**,67**,68**,69**,70**,71**,72**,73**,74**,74**,75**,76**
NEGERI SEMBILAN,Nilai,65**,66**,67**,67**,67**,66**,66**,67**,68**,81a,70**,71**,72**,74**,75**,75**,77**,79**,80**,81**,81**,82**,83**,83**
NEGERI SEMBILAN,Seremban,66**,68**,67**,67**,67**,67**,67**,68**,68**,69**,70**,70**,71**,72**,72**,74**,75**,75**,76**,77**,76**,75**,76**,76**
NEGERI SEMBILAN,Port Dickson,52**,52**,53**,53**,54**,54**,56**,57**,58**,59**,61**,62**,63**,64**,65**,66**,67**,68**,70**,72**,73**,73**,74**,75**
MELAKA,Alor Gajah,59**,60**,61**,60**,60**,59**,59**,60**,61**,62**,62**,62**,63**,63**,64**,65**,65**,66**,66**,66**,67**,67**,67**,68**
MELAKA,Bukit Rambai,57**,57**,58**,59**,60**,61**,62**,64**,66**,67**,69**,70**,70**,72**,73**,74**,75**,76**,77**,77**,78**,78**,79**,79**
MELAKA,Bandaraya Melaka,55**,55**,57**,57**,57**,58**,59**,61**,63**,64**,65**,66**,68**,69**,70**,70**,71**,71**,71**,72**,72**,73**,74**,74**
JOHOR,Segamat,63**,65**,65**,65**,66**,66**,65**,65**,66**,67**,67**,71**,70**,70**,70**,69**,68**,69**,69**,69**,71**,72**,72**,72**
JOHOR,Batu Pahat,53**,53**,55**,55**,57**,58**,58**,59**,59**,60**,60**,61**,61**,61**,62**,62**,62**,63**,63**,63**,64**,64**,64**,64**
JOHOR,Kluang,60**,61**,62**,63**,64**,65**,66**,67**,67**,67**,67**,67**,67**,67**,67**,67**,67**,68**,68**,68**,68**,68**,67**,66**
JOHOR,Larkin,70**,71**,72**,73**,73**,74**,74**,74**,74**,75**,76**,77**,78**,80**,81**,82**,84**,85**,87**,88**,88**,88**,88**,88**
JOHOR,Pasir Gudang,83**,83**,84**,85**,85**,86**,86**,87**,88**,88**,89**,90**,91**,91**,92**,93**,93**,92**,91**,90**,90**,89**,88**,89**
JOHOR,Pengerang,56**,57**,58**,58**,59**,60**,61**,62**,63**,63**,64**,64**,65**,65**,66**,66**,65**,65**,64**,64**,63**,63**,62**,61**
JOHOR,Kota Tinggi,59**,59**,60**,61**,61**,62**,63**,64**,64**,65**,66**,66**,68**,69**,69**,69**,69**,69**,68**,68**,67**,66**,64**,63**
JOHOR,Tangkak,58**,59**,59**,60**,60**,60**,61**,62**,62**,63**,64**,64**,64**,64**,64**,64**,65**,66**,66**,66**,66**,68**,68**,69**
PAHANG,Rompin,53**,53**,53**,53**,53**,53**,52**,52**,52**,50**,49**,49**,48**,47**,47**,48**,49**,51**,51**,52**,52**,52**,52**,51**
PAHANG,Temerloh,56**,57**,59**,61**,62**,62**,63**,63**,63**,63**,63**,63**,63**,63**,63**,63**,63**,64**,64**,64**,65**,66**,67**,67**
PAHANG,Jerantut,53**,54**,55**,57**,58**,58**,58**,58**,58**,58**,58**,57**,57**,56**,57**,56**,55**,56**,55**,55**,55**,56**,57**,58**
PAHANG,Indera Mahkota Kuantan,65**,65**,66**,66**,68**,68**,68**,69**,69**,67**,68**,70**,68**,70**,71**,71**,72**,72**,72**,72**,73**,73**,73**,72**
PAHANG,Balok Baru Kuantan,59**,59**,59**,59**,59**,59**,58**,59**,59**,60**,61**,61**,61**,62**,62**,62**,63**,64**,65**,65**,65**,65**,64**,64**
TERENGGANU,Kemaman,58**,58**,59**,59**,60**,60**,59**,60**,60**,61**,62**,62**,62**,62**,62**,62**,62**,62**,62**,62**,62**,62**,61**,62**
TERENGGANU,Paka,53**,53**,53**,53**,53**,54**,54**,55**,55**,56**,56**,57**,58**,58**,59**,59**,60**,61**,61**,61**,61**,60**,61**,60**
TERENGGANU,Kuala Terengganu,53**,53**,53**,53**,53**,53**,54**,54**,54**,55**,55**,55**,56**,56**,55**,56**,55**,56**,57**,57**,56**,56**,56**,57**
TERENGGANU,Besut,25**,24**,26**,28**,29**,30**,30**,30**,30**,30**,31**,31**,32**,32**,33**,33**,33**,34**,35**,36**,36**,36**,36**,40**
KELANTAN,Tanah Merah,21**,22**,25**,26**,27**,27**,28**,28**,28**,28**,29**,29**,28**,27**,27**,28**,28**,28**,29**,30**,31**,33**,34**,37**
KELANTAN,Kota Bharu,36**,37**,39**,40**,43**,46**,47**,47**,47**,46**,47**,46**,48**,47**,48**,46**,49**,48**,50**,50**,49**,51**,52**,53**
SABAH,Tawau,53**,52**,51**,49**,46**,42**,39**,38**,38**,38**,36**,37**,36**,36**,37**,37**,35**,35**,35**,36**,39**,38**,39**,38**
SABAH,Sandakan,32**,31**,31**,33**,34**,36**,36**,36**,36**,36**,35**,33**,33**,33**,34**,36**,37**,38**,38**,38**,37**,37**,35**,35**
SABAH,Kota Kinabalu,38**,41**,43**,42**,39**,37**,37**,35**,34**,33**,34**,33**,32**,32**,32**,32**,31**,31**,33**,31**,32**,33**,34**,37**
SABAH,Kimanis,15**,15**,15**,14**,12**,12**,12**,12**,13**,11**,10&,10&,11**,12**,12**,11**,11**,11**,11**,11**,10**,10**,10**,10**
SABAH,Keningau,36**,37**,36**,39**,40**,40**,40**,40**,41**,41**,42**,42**,42**,40**,41**,42**,42**,42**,42**,43**,42**,43**,42**,43**
W.P. LABUAN,Labuan,43**,40**,38**,36**,33**,32**,32**,33**,33**,34**,34**,34**,33**,33**,32**,31**,29**,29**,29**,27**,27**,31**,33**,32**
SARAWAK,Limbang,30**,30**,31**,32**,33**,33**,32**,32**,32**,31**,32**,32**,31**,31**,31**,31**,31**,30**,30**,30**,29**,29**,28**,29**
SARAWAK,ILP Miri,43**,41**,40**,39**,37**,37**,35**,33**,32**,30**,29**,28**,27**,27**,27**,27**,27**,28**,27**,28**,28**,27**,27**,29**
SARAWAK,Miri,41**,41**,40**,37**,37**,35**,34**,32**,30**,29**,27**,27**,27**,26**,26**,26**,25**,24**,25**,27**,31**,31**,31**,30**
SARAWAK,Samalaju,41**,41**,42**,45**,47**,49**,51**,54**,54**,54**,55**,55**,55**,55**,56**,56**,56**,56**,56**,55**,54**,54**,55**,55**
SARAWAK,Bintulu,45**,45**,47**,47**,50**,53**,54**,54**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**,55**
SARAWAK,Mukah,36**,36**,37**,37**,36**,35**,36**,37**,37**,39**,40**,42**,44**,45**,45**,45**,47**,48**,49**,48**,48**,48**,48**,44**
SARAWAK,Kapit,37**,33**,31**,32**,33**,32**,31**,31**,31**,32**,33**,32**,32**,33**,34**,35**,36**,43**,43**,43**,45**,44**,50**,52**
SARAWAK,Sibu,32**,31**,30**,27**,28**,30**,31**,32**,33**,34**,35**,36**,37**,37**,38**,37**,38**,38**,39**,40**,40**,40**,42**,43**
SARAWAK,Sarikei,40**,37**,35**,33**,30**,28**,28**,29**,29**,30**,30**,30**,31**,32**,32**,33**,35**,35**,35**,34**,34**,35**,36**,37**
SARAWAK,Sri Aman,58**,57**,56**,54**,53**,52**,52**,52**,52**,52**,52**,52**,52**,53**,53**,54**,54**,55**,55**,56**,56**,56**,56**,55**
SARAWAK,Samarahan,62**,62**,62**,63**,64**,64**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**,65**
SARAWAK,Kuching,80**,81**,81**,82**,83**,84**,84**,85**,85**,86**,86**,86**,87**,87**,87**,87**,88**,88**,88**,88**,88**,88**,88**,87**
