state,district,year,variable,value
Johor,Batu Pahat,2018,visual,780
Johor,Johor Bahru,2018,visual,1130
Johor,Kluang,2018,visual,487
Johor,Kota Tinggi,2018,visual,334
Johor,Kulaijaya,2018,visual,290
Johor,Ledang,2018,visual,235
Johor,Mersing,2018,visual,126
Johor,Muar,2018,visual,396
Johor,Pontian,2018,visual,336
Johor,Segamat,2018,visual,388
Johor,Overall,2018,visual,4502
Kedah,Baling,2018,visual,374
Kedah,Bandar Baharu,2018,visual,166
Kedah,Kota Setar,2018,visual,759
Kedah,Kuala Muda,2018,visual,1136
Kedah,Kubang Pasu,2018,visual,499
Kedah,Kulim,2018,visual,585
Kedah,Padang Terap,2018,visual,175
Kedah,Pendang,2018,visual,240
Kedah,Pokok Sena,2018,visual,105
Kedah,Pulau Langkawi,2018,visual,162
Kedah,Sik,2018,visual,213
Kedah,Yan,2018,visual,163
Kedah,Overall,2018,visual,4577
Kelantan,Jajahah Jeli,2018,visual,111
Kelantan,Bachok,2018,visual,260
Kelantan,Gua Musang,2018,visual,172
Kelantan,Kota Bharu,2018,visual,730
Kelantan,Kuala Krai,2018,visual,244
Kelantan,Machang,2018,visual,250
Kelantan,Pasir Mas,2018,visual,347
Kelantan,Pasir Puteh,2018,visual,286
Kelantan,Tanah Merah,2018,visual,269
Kelantan,Tumpat,2018,visual,402
Kelantan,Overall,2018,visual,3071
Melaka,Alor Gajah,2018,visual,443
Melaka,Jasin,2018,visual,358
Melaka,Melaka Tengah,2018,visual,906
Melaka,Overall,2018,visual,1707
Negeri Sembilan,Jelebu,2018,visual,85
Negeri Sembilan,Jempol,2018,visual,208
Negeri Sembilan,Kuala Pilah,2018,visual,144
Negeri Sembilan,Port Dickson,2018,visual,186
Negeri Sembilan,Rembau,2018,visual,121
Negeri Sembilan,Seremban,2018,visual,759
Negeri Sembilan,Tampin,2018,visual,211
Negeri Sembilan,Overall,2018,visual,1714
Pahang,Bentong,2018,visual,197
Pahang,Bera,2018,visual,205
Pahang,Cameron Highlands,2018,visual,27
Pahang,Jerantut,2018,visual,190
Pahang,Kuantan,2018,visual,762
Pahang,Lipis,2018,visual,168
Pahang,Maran,2018,visual,209
Pahang,Pekan,2018,visual,211
Pahang,Raub,2018,visual,140
Pahang,Rompin,2018,visual,200
Pahang,Temerloh,2018,visual,375
Pahang,Overall,2018,visual,2684
Perak,Batang Padang,2018,visual,292
Perak,Hilir Perak,2018,visual,400
Perak,Kampar,2018,visual,139
Perak,Kerian,2018,visual,312
Perak,Kinta,2018,visual,915
Perak,Kuala Kangsar,2018,visual,289
Perak,Larut/ Matang/ Selama,2018,visual,582
Perak,Manjung,2018,visual,455
Perak,Perak Tengah,2018,visual,267
Perak,Bagan Datuk,2018,visual,0
Perak,Overall,2018,visual,3776
Perlis,Perlis,2018,visual,605
Pulau Pinang,Barat Daya,2018,visual,283
Pulau Pinang,Seberang Perai Selatan,2018,visual,310
Pulau Pinang,Seberang Perai Tengah,2018,visual,676
Pulau Pinang,Seberang Perai Utara,2018,visual,586
Pulau Pinang,Timur Laut,2018,visual,1141
Pulau Pinang,Overall,2018,visual,2996
Sabah,Beaufort,2018,visual,123
Sabah,Beluran,2018,visual,44
Sabah,Kemabong,2018,visual,1
Sabah,Keningau,2018,visual,108
Sabah,Kota Belud,2018,visual,88
Sabah,Kota Kinabalu,2018,visual,476
Sabah,Kota Kinabatangan,2018,visual,41
Sabah,Kota Marudu,2018,visual,74
Sabah,Kuala Penyu,2018,visual,13
Sabah,Kunak,2018,visual,19
Sabah,Lahad Datu,2018,visual,82
Sabah,Matunggong,2018,visual,16
Sabah,Membakut,2018,visual,10
Sabah,Menumbok,2018,visual,14
Sabah,Nabawan,2018,visual,26
Sabah,Papar,2018,visual,98
Sabah,Penampang,2018,visual,64
Sabah,Pitas,2018,visual,78
Sabah,Putatan,2018,visual,35
Sabah,Ranau,2018,visual,98
Sabah,Sandakan,2018,visual,260
Sabah,Semporna,2018,visual,156
Sabah,Sipitang,2018,visual,18
Sabah,Sook,2018,visual,15
Sabah,Tambunan,2018,visual,35
Sabah,Tamparuli,2018,visual,77
Sabah,Tawau,2018,visual,330
Sabah,Telupid,2018,visual,20
Sabah,Tenom,2018,visual,54
Sabah,Tongod,2018,visual,38
Sabah,Tuaran,2018,visual,121
Sabah,Overall,2018,visual,2789
Sarawak,Bau,2018,visual,45
Sarawak,Belaga,2018,visual,9
Sarawak,Betong,2018,visual,288
Sarawak,Bintulu,2018,visual,233
Sarawak,Dalat,2018,visual,39
Sarawak,Daro,2018,visual,17
Sarawak,Julau,2018,visual,4
Sarawak,Kanowit,2018,visual,29
Sarawak,Kapit,2018,visual,112
Sarawak,Kota Samarahan,2018,visual,267
Sarawak,Kuching,2018,visual,862
Sarawak,Limbang,2018,visual,112
Sarawak,Lubok Antu,2018,visual,0
Sarawak,Lundu,2018,visual,27
Sarawak,Maradong,2018,visual,28
Sarawak,Marudi,2018,visual,0
Sarawak,Matu,2018,visual,17
Sarawak,Miri,2018,visual,500
Sarawak,Mukah,2018,visual,181
Sarawak,Pakan,2018,visual,0
Sarawak,Saratok,2018,visual,4
Sarawak,Sarikei,2018,visual,203
Sarawak,Selangau,2018,visual,10
Sarawak,Serian,2018,visual,89
Sarawak,Sibu,2018,visual,470
Sarawak,Simunjan,2018,visual,38
Sarawak,Song,2018,visual,22
Sarawak,Sri Aman,2018,visual,198
Sarawak,Tatau,2018,visual,11
Sarawak,Overall,2018,visual,3833
Selangor,Gombak,2018,visual,709
Selangor,Hulu Langat,2018,visual,989
Selangor,Hulu Selangor,2018,visual,298
Selangor,Klang,2018,visual,1072
Selangor,Kuala Langat,2018,visual,333
Selangor,Kuala Selangor,2018,visual,335
Selangor,Petaling,2018,visual,544
Selangor,Sabak Bernam,2018,visual,240
Selangor,Sepang,2018,visual,229
Selangor,Shah Alam,2018,visual,489
Selangor,Subang Jaya,2018,visual,574
Selangor,Overall,2018,visual,5812
Terengganu,Besut,2018,visual,271
Terengganu,Dungun,2018,visual,272
Terengganu,Hulu Terengganu,2018,visual,172
Terengganu,Kemaman,2018,visual,284
Terengganu,Kuala Terengganu,2018,visual,732
Terengganu,Marang,2018,visual,285
Terengganu,Setiu,2018,visual,128
Terengganu,Overall,2018,visual,2144
W.P Kuala Lumpur,W.P Kuala Lumpur,2018,visual,3336
W.P Labuan,W.P Labuan,2018,visual,121
W.P Putrajaya,W.P Putrajaya,2018,visual,44
 Overall,Overall,2018,visual,43711
Johor,Batu Pahat,2019,visual,857
Johor,Johor Bahru,2019,visual,1334
Johor,Kluang,2019,visual,554
Johor,Kota Tinggi,2019,visual,370
Johor,Kulaijaya,2019,visual,309
Johor,Ledang,2019,visual,250
Johor,Mersing,2019,visual,138
Johor,Muar,2019,visual,457
Johor,Pontian,2019,visual,356
Johor,Segamat,2019,visual,432
Johor,Overall,2019,visual,5057
Kedah,Baling,2019,visual,418
Kedah,Bandar Baharu,2019,visual,173
Kedah,Kota Setar,2019,visual,839
Kedah,Kuala Muda,2019,visual,1238
Kedah,Kubang Pasu,2019,visual,584
Kedah,Kulim,2019,visual,648
Kedah,Padang Terap,2019,visual,200
Kedah,Pendang,2019,visual,267
Kedah,Pokok Sena,2019,visual,109
Kedah,Pulau Langkawi,2019,visual,175
Kedah,Sik,2019,visual,234
Kedah,Yan,2019,visual,172
Kedah,Overall,2019,visual,5057
Kelantan,Jajahah Jeli,2019,visual,121
Kelantan,Bachok,2019,visual,288
Kelantan,Gua Musang,2019,visual,196
Kelantan,Kota Bharu,2019,visual,830
Kelantan,Kuala Krai,2019,visual,264
Kelantan,Machang,2019,visual,280
Kelantan,Pasir Mas,2019,visual,375
Kelantan,Pasir Puteh,2019,visual,311
Kelantan,Tanah Merah,2019,visual,291
Kelantan,Tumpat,2019,visual,438
Kelantan,Overall,2019,visual,3394
Melaka,Alor Gajah,2019,visual,465
Melaka,Jasin,2019,visual,392
Melaka,Melaka Tengah,2019,visual,1011
Melaka,Overall,2019,visual,1868
Negeri Sembilan,Jelebu,2019,visual,82
Negeri Sembilan,Jempol,2019,visual,218
Negeri Sembilan,Kuala Pilah,2019,visual,160
Negeri Sembilan,Port Dickson,2019,visual,208
Negeri Sembilan,Rembau,2019,visual,120
Negeri Sembilan,Seremban,2019,visual,858
Negeri Sembilan,Tampin,2019,visual,230
Negeri Sembilan,Overall,2019,visual,1876
Pahang,Bentong,2019,visual,208
Pahang,Bera,2019,visual,215
Pahang,Cameron Highlands,2019,visual,25
Pahang,Jerantut,2019,visual,198
Pahang,Kuantan,2019,visual,862
Pahang,Lipis,2019,visual,168
Pahang,Maran,2019,visual,218
Pahang,Pekan,2019,visual,220
Pahang,Raub,2019,visual,153
Pahang,Rompin,2019,visual,216
Pahang,Temerloh,2019,visual,402
Pahang,Overall,2019,visual,2885
Perak,Batang Padang,2019,visual,330
Perak,Hilir Perak,2019,visual,435
Perak,Hulu Perak,2019,visual,132
Perak,Kampar,2019,visual,154
Perak,Kerian,2019,visual,345
Perak,Kinta,2019,visual,1036
Perak,Kuala Kangsar,2019,visual,313
Perak,Larut/ Matang/ Selama,2019,visual,641
Perak,Manjung,2019,visual,498
Perak,Perak Tengah,2019,visual,276
Perak,Bagan Datuk,2019,visual,0
Perak,Overall,2019,visual,4160
Perlis,Perlis,2019,visual,707
Pulau Pinang,Barat Daya,2019,visual,306
Pulau Pinang,Seberang Perai Selatan,2019,visual,339
Pulau Pinang,Seberang Perai Tengah,2019,visual,717
Pulau Pinang,Seberang Perai Utara,2019,visual,631
Pulau Pinang,Timur Laut,2019,visual,1248
Pulau Pinang,Overall,2019,visual,3241
Sabah,Beaufort,2019,visual,132
Sabah,Beluran,2019,visual,59
Sabah,Kemabong,2019,visual,0
Sabah,Keningau,2019,visual,118
Sabah,Kota Belud,2019,visual,98
Sabah,Kota Kinabalu,2019,visual,496
Sabah,Kota Kinabatangan,2019,visual,40
Sabah,Kota Marudu,2019,visual,82
Sabah,Kuala Penyu,2019,visual,12
Sabah,Kudat,2019,visual,162
Sabah,Kunak,2019,visual,22
Sabah,Lahad Datu,2019,visual,102
Sabah,Matunggong,2019,visual,22
Sabah,Membakut,2019,visual,11
Sabah,Menumbok,2019,visual,14
Sabah,Nabawan,2019,visual,28
Sabah,Papar,2019,visual,106
Sabah,Penampang,2019,visual,68
Sabah,Pitas,2019,visual,89
Sabah,Putatan,2019,visual,39
Sabah,Ranau,2019,visual,100
Sabah,Sandakan,2019,visual,279
Sabah,Semporna,2019,visual,180
Sabah,Sipitang,2019,visual,19
Sabah,Sook,2019,visual,17
Sabah,Tamparuli,2019,visual,82
Sabah,Tawau,2019,visual,384
Sabah,Telupid,2019,visual,24
Sabah,Tenom,2019,visual,57
Sabah,Tuaran,2019,visual,125
Sabah,Overall,2019,visual,3048
Sarawak,Bau,2019,visual,48
Sarawak,Belaga,2019,visual,8
Sarawak,Betong,2019,visual,302
Sarawak,Bintulu,2019,visual,276
Sarawak,Dalat,2019,visual,39
Sarawak,Daro,2019,visual,20
Sarawak,Julau,2019,visual,2
Sarawak,Kanowit,2019,visual,37
Sarawak,Kapit,2019,visual,118
Sarawak,Kota Samarahan,2019,visual,278
Sarawak,Kuching,2019,visual,973
Sarawak,Limbang,2019,visual,121
Sarawak,Lubok Antu,2019,visual,1
Sarawak,Lundu,2019,visual,28
Sarawak,Maradong,2019,visual,30
Sarawak,Marudi,2019,visual,0
Sarawak,Miri,2019,visual,581
Sarawak,Mukah,2019,visual,189
Sarawak,Pakan,2019,visual,1
Sarawak,Saratok,2019,visual,2
Sarawak,Sarikei,2019,visual,222
Sarawak,Selangau,2019,visual,11
Sarawak,Serian,2019,visual,97
Sarawak,Sibu,2019,visual,537
Sarawak,Simunjan,2019,visual,39
Sarawak,Song,2019,visual,19
Sarawak,Sri Aman,2019,visual,208
Sarawak,Tatau,2019,visual,11
Sarawak,Overall,2019,visual,4232
Selangor,Gombak,2019,visual,818
Selangor,Hulu Langat,2019,visual,1124
Selangor,Hulu Selangor,2019,visual,323
Selangor,Klang,2019,visual,1249
Selangor,Kuala Langat,2019,visual,383
Selangor,Kuala Selangor,2019,visual,357
Selangor,Petaling,2019,visual,599
Selangor,Sabak Bernam,2019,visual,261
Selangor,Sepang,2019,visual,242
Selangor,Shah Alam,2019,visual,550
Selangor,Subang Jaya,2019,visual,680
Selangor,Overall,2019,visual,6586
Terengganu,Besut,2019,visual,312
Terengganu,Dungun,2019,visual,306
Terengganu,Hulu Terengganu,2019,visual,185
Terengganu,Kemaman,2019,visual,318
Terengganu,Kuala Terengganu,2019,visual,847
Terengganu,Marang,2019,visual,319
Terengganu,Setiu,2019,visual,131
Terengganu,Overall,2019,visual,2418
W.P Kuala Lumpur,W.P Kuala Lumpur,2019,visual,3601
W.P Labuan,W.P Labuan,2019,visual,131
 Overall,Overall,2019,visual,48353
Johor,Batu Pahat,2020,visual,929
Johor,Johor Bahru,2020,visual,1453
Johor,Kluang,2020,visual,606
Johor,Kota Tinggi,2020,visual,396
Johor,Kulaijaya,2020,visual,325
Johor,Ledang,2020,visual,280
Johor,Mersing,2020,visual,148
Johor,Muar,2020,visual,510
Johor,Pontian,2020,visual,382
Johor,Segamat,2020,visual,475
Johor,Overall,2020,visual,5504
Kedah,Baling,2020,visual,446
Kedah,Bandar Baharu,2020,visual,184
Kedah,Kota Setar,2020,visual,912
Kedah,Kuala Muda,2020,visual,1340
Kedah,Kubang Pasu,2020,visual,629
Kedah,Kulim,2020,visual,695
Kedah,Padang Terap,2020,visual,205
Kedah,Pendang,2020,visual,292
Kedah,Pokok Sena,2020,visual,125
Kedah,Pulau Langkawi,2020,visual,200
Kedah,Sik,2020,visual,242
Kedah,Yan,2020,visual,191
Kedah,Overall,2020,visual,5461
Kelantan,Jajahah Jeli,2020,visual,133
Kelantan,Bachok,2020,visual,326
Kelantan,Gua Musang,2020,visual,219
Kelantan,Kota Bharu,2020,visual,912
Kelantan,Kuala Krai,2020,visual,286
Kelantan,Machang,2020,visual,313
Kelantan,Pasir Mas,2020,visual,418
Kelantan,Pasir Puteh,2020,visual,349
Kelantan,Tanah Merah,2020,visual,319
Kelantan,Tumpat,2020,visual,504
Kelantan,Overall,2020,visual,3779
Melaka,Alor Gajah,2020,visual,500
Melaka,Jasin,2020,visual,414
Melaka,Melaka Tengah,2020,visual,1082
Melaka,Overall,2020,visual,1996
Negeri Sembilan,Jelebu,2020,visual,89
Negeri Sembilan,Jempol,2020,visual,235
Negeri Sembilan,Kuala Pilah,2020,visual,170
Negeri Sembilan,Port Dickson,2020,visual,225
Negeri Sembilan,Rembau,2020,visual,132
Negeri Sembilan,Seremban,2020,visual,960
Negeri Sembilan,Tampin,2020,visual,251
Negeri Sembilan,Overall,2020,visual,2062
Pahang,Bentong,2020,visual,218
Pahang,Bera,2020,visual,227
Pahang,Cameron Highlands,2020,visual,27
Pahang,Jerantut,2020,visual,212
Pahang,Kuantan,2020,visual,932
Pahang,Lipis,2020,visual,174
Pahang,Maran,2020,visual,234
Pahang,Pekan,2020,visual,234
Pahang,Raub,2020,visual,160
Pahang,Rompin,2020,visual,230
Pahang,Temerloh,2020,visual,425
Pahang,Overall,2020,visual,3073
Perak,Batang Padang,2020,visual,355
Perak,Hilir Perak,2020,visual,460
Perak,Hulu Perak,2020,visual,143
Perak,Kampar,2020,visual,167
Perak,Kerian,2020,visual,378
Perak,Kinta,2020,visual,1135
Perak,Kuala Kangsar,2020,visual,343
Perak,Larut/ Matang/ Selama,2020,visual,686
Perak,Manjung,2020,visual,533
Perak,Perak Tengah,2020,visual,300
Perak,Bagan Datuk,2020,visual,0
Perak,Overall,2020,visual,4500
Perlis,Perlis,2020,visual,796
Pulau Pinang,Barat Daya,2020,visual,316
Pulau Pinang,Seberang Perai Selatan,2020,visual,350
Pulau Pinang,Seberang Perai Tengah,2020,visual,759
Pulau Pinang,Seberang Perai Utara,2020,visual,673
Pulau Pinang,Timur Laut,2020,visual,1323
Pulau Pinang,Overall,2020,visual,3421
Sabah,Beaufort,2020,visual,135
Sabah,Beluran,2020,visual,62
Sabah,Kemabong,2020,visual,0
Sabah,Keningau,2020,visual,128
Sabah,Kota Belud,2020,visual,102
Sabah,Kota Kinabalu,2020,visual,517
Sabah,Kota Kinabatangan,2020,visual,42
Sabah,Kota Marudu,2020,visual,87
Sabah,Kuala Penyu,2020,visual,15
Sabah,Kudat,2020,visual,166
Sabah,Kunak,2020,visual,30
Sabah,Lahad Datu,2020,visual,108
Sabah,Matunggong,2020,visual,27
Sabah,Membakut,2020,visual,15
Sabah,Menumbok,2020,visual,14
Sabah,Nabawan,2020,visual,30
Sabah,Papar,2020,visual,114
Sabah,Penampang,2020,visual,72
Sabah,Pitas,2020,visual,93
Sabah,Putatan,2020,visual,48
Sabah,Ranau,2020,visual,103
Sabah,Sandakan,2020,visual,305
Sabah,Semporna,2020,visual,193
Sabah,Sipitang,2020,visual,21
Sabah,Tambunan,2020,visual,45
Sabah,Tamparuli,2020,visual,82
Sabah,Tawau,2020,visual,397
Sabah,Telupid,2020,visual,27
Sabah,Tenom,2020,visual,62
Sabah,Tongod,2020,visual,47
Sabah,Tuaran,2020,visual,127
Sabah,Overall,2020,visual,3232
Sarawak,Bau,2020,visual,53
Sarawak,Belaga,2020,visual,9
Sarawak,Betong,2020,visual,324
Sarawak,Bintulu,2020,visual,291
Sarawak,Dalat,2020,visual,41
Sarawak,Daro,2020,visual,21
Sarawak,Julau,2020,visual,2
Sarawak,Kanowit,2020,visual,43
Sarawak,Kapit,2020,visual,126
Sarawak,Kota Samarahan,2020,visual,285
Sarawak,Kuching,2020,visual,1024
Sarawak,Lawas,2020,visual,23
Sarawak,Limbang,2020,visual,127
Sarawak,Lubok Antu,2020,visual,1
Sarawak,Lundu,2020,visual,30
Sarawak,Maradong,2020,visual,36
Sarawak,Marudi,2020,visual,0
Sarawak,Matu,2020,visual,14
Sarawak,Miri,2020,visual,660
Sarawak,Mukah,2020,visual,197
Sarawak,Pakan,2020,visual,3
Sarawak,Saratok,2020,visual,12
Sarawak,Sarikei,2020,visual,231
Sarawak,Selangau,2020,visual,13
Sarawak,Serian,2020,visual,99
Sarawak,Sibu,2020,visual,588
Sarawak,Simunjan,2020,visual,42
Sarawak,Song,2020,visual,21
Sarawak,Sri Aman,2020,visual,213
Sarawak,Overall,2020,visual,4542
Selangor,Gombak,2020,visual,905
Selangor,Hulu Langat,2020,visual,1190
Selangor,Hulu Selangor,2020,visual,352
Selangor,Klang,2020,visual,1336
Selangor,Kuala Langat,2020,visual,409
Selangor,Kuala Selangor,2020,visual,389
Selangor,Petaling,2020,visual,630
Selangor,Sabak Bernam,2020,visual,284
Selangor,Sepang,2020,visual,260
Selangor,Shah Alam,2020,visual,592
Selangor,Subang Jaya,2020,visual,737
Selangor,Overall,2020,visual,7084
Terengganu,Besut,2020,visual,333
Terengganu,Dungun,2020,visual,326
Terengganu,Hulu Terengganu,2020,visual,188
Terengganu,Kemaman,2020,visual,346
Terengganu,Kuala Terengganu,2020,visual,899
Terengganu,Marang,2020,visual,335
Terengganu,Setiu,2020,visual,148
Terengganu,Overall,2020,visual,2575
W.P Kuala Lumpur,W.P Kuala Lumpur,2020,visual,3800
W.P Labuan,W.P Labuan,2020,visual,136
W.P Putrajaya,W.P Putrajaya,2020,visual,150
 Overall,Overall,2020,visual,52111
Johor,Batu Pahat,2021,visual,991
Johor,Johor Bahru,2021,visual,1573
Johor,Kluang,2021,visual,645
Johor,Kota Tinggi,2021,visual,403
Johor,Kulaijaya,2021,visual,342
Johor,Ledang,2021,visual,306
Johor,Mersing,2021,visual,157
Johor,Muar,2021,visual,538
Johor,Pontian,2021,visual,392
Johor,Segamat,2021,visual,493
Johor,Overall,2021,visual,5840
Kedah,Baling,2021,visual,467
Kedah,Bandar Baharu,2021,visual,188
Kedah,Kota Setar,2021,visual,964
Kedah,Kuala Muda,2021,visual,1412
Kedah,Kubang Pasu,2021,visual,662
Kedah,Kulim,2021,visual,725
Kedah,Padang Terap,2021,visual,216
Kedah,Pendang,2021,visual,306
Kedah,Pokok Sena,2021,visual,136
Kedah,Pulau Langkawi,2021,visual,216
Kedah,Sik,2021,visual,256
Kedah,Yan,2021,visual,208
Kedah,Overall,2021,visual,5756
Kelantan,Jajahah Jeli,2021,visual,142
Kelantan,Bachok,2021,visual,348
Kelantan,Gua Musang,2021,visual,230
Kelantan,Kota Bharu,2021,visual,978
Kelantan,Kuala Krai,2021,visual,293
Kelantan,Machang,2021,visual,323
Kelantan,Pasir Mas,2021,visual,438
Kelantan,Pasir Puteh,2021,visual,370
Kelantan,Tanah Merah,2021,visual,332
Kelantan,Tumpat,2021,visual,522
Kelantan,Overall,2021,visual,3976
Melaka,Alor Gajah,2021,visual,528
Melaka,Jasin,2021,visual,443
Melaka,Melaka Tengah,2021,visual,1141
Melaka,Overall,2021,visual,2112
Negeri Sembilan,Jelebu,2021,visual,100
Negeri Sembilan,Jempol,2021,visual,242
Negeri Sembilan,Kuala Pilah,2021,visual,179
Negeri Sembilan,Port Dickson,2021,visual,241
Negeri Sembilan,Rembau,2021,visual,140
Negeri Sembilan,Seremban,2021,visual,1022
Negeri Sembilan,Tampin,2021,visual,262
Negeri Sembilan,Overall,2021,visual,2186
Pahang,Bentong,2021,visual,232
Pahang,Bera,2021,visual,237
Pahang,Cameron Highlands,2021,visual,32
Pahang,Jerantut,2021,visual,219
Pahang,Kuantan,2021,visual,1016
Pahang,Lipis,2021,visual,185
Pahang,Maran,2021,visual,252
Pahang,Pekan,2021,visual,258
Pahang,Raub,2021,visual,166
Pahang,Rompin,2021,visual,252
Pahang,Temerloh,2021,visual,453
Pahang,Overall,2021,visual,3302
Perak,Bagan Datuk,2021,visual,9
Perak,Batang Padang,2021,visual,365
Perak,Hilir Perak,2021,visual,472
Perak,Hulu Perak,2021,visual,147
Perak,Kampar,2021,visual,189
Perak,Kerian,2021,visual,395
Perak,Kinta,2021,visual,1259
Perak,Kuala Kangsar,2021,visual,361
Perak,Larut/ Matang/ Selama,2021,visual,711
Perak,Manjung,2021,visual,564
Perak,Muallim,2021,visual,4
Perak,Perak Tengah,2021,visual,312
Perak,Overall,2021,visual,4788
Perlis,Perlis,2021,visual,832
Pulau Pinang,Barat Daya,2021,visual,332
Pulau Pinang,Seberang Perai Selatan,2021,visual,368
Pulau Pinang,Seberang Perai Tengah,2021,visual,796
Pulau Pinang,Seberang Perai Utara,2021,visual,706
Pulau Pinang,Timur Laut,2021,visual,1378
Pulau Pinang,Overall,2021,visual,3580
Sabah,Beaufort,2021,visual,143
Sabah,Beluran,2021,visual,68
Sabah,Kemabong,2021,visual,0
Sabah,Keningau,2021,visual,133
Sabah,Kota Belud,2021,visual,108
Sabah,Kota Kinabalu,2021,visual,531
Sabah,Kota Kinabatangan,2021,visual,43
Sabah,Kota Marudu,2021,visual,91
Sabah,Kuala Penyu,2021,visual,18
Sabah,Kudat,2021,visual,167
Sabah,Kunak,2021,visual,35
Sabah,Lahad Datu,2021,visual,119
Sabah,Matunggong,2021,visual,29
Sabah,Membakut,2021,visual,18
Sabah,Menumbok,2021,visual,15
Sabah,Nabawan,2021,visual,33
Sabah,Papar,2021,visual,120
Sabah,Penampang,2021,visual,79
Sabah,Pitas,2021,visual,94
Sabah,Putatan,2021,visual,52
Sabah,Ranau,2021,visual,111
Sabah,Sandakan,2021,visual,318
Sabah,Semporna,2021,visual,206
Sabah,Sipitang,2021,visual,20
Sabah,Sook,2021,visual,19
Sabah,Tambunan,2021,visual,47
Sabah,Tamparuli,2021,visual,88
Sabah,Tawau,2021,visual,417
Sabah,Telupid,2021,visual,27
Sabah,Tenom,2021,visual,62
Sabah,Tongod,2021,visual,47
Sabah,Tuaran,2021,visual,134
Sabah,Overall,2021,visual,3392
Sarawak,Bau,2021,visual,59
Sarawak,Belaga,2021,visual,9
Sarawak,Betong,2021,visual,330
Sarawak,Bintulu,2021,visual,313
Sarawak,Dalat,2021,visual,44
Sarawak,Daro,2021,visual,27
Sarawak,Julau,2021,visual,7
Sarawak,Kanowit,2021,visual,47
Sarawak,Kapit,2021,visual,126
Sarawak,Kota Samarahan,2021,visual,296
Sarawak,Kuching,2021,visual,1070
Sarawak,Lawas,2021,visual,26
Sarawak,Limbang,2021,visual,129
Sarawak,Lubok Antu,2021,visual,3
Sarawak,Lundu,2021,visual,31
Sarawak,Maradong,2021,visual,37
Sarawak,Marudi,2021,visual,1
Sarawak,Matu,2021,visual,18
Sarawak,Miri,2021,visual,700
Sarawak,Mukah,2021,visual,196
Sarawak,Pakan,2021,visual,7
Sarawak,Saratok,2021,visual,16
Sarawak,Sarikei,2021,visual,240
Sarawak,Selangau,2021,visual,16
Sarawak,Serian,2021,visual,113
Sarawak,Sibu,2021,visual,615
Sarawak,Simunjan,2021,visual,44
Sarawak,Song,2021,visual,24
Sarawak,Sri Aman,2021,visual,223
Sarawak,Tatau,2021,visual,13
Sarawak,Overall,2021,visual,4780
Selangor,Gombak,2021,visual,958
Selangor,Hulu Langat,2021,visual,1270
Selangor,Hulu Selangor,2021,visual,378
Selangor,Klang,2021,visual,1429
Selangor,Kuala Langat,2021,visual,431
Selangor,Kuala Selangor,2021,visual,406
Selangor,Petaling,2021,visual,646
Selangor,Sabak Bernam,2021,visual,298
Selangor,Sepang,2021,visual,273
Selangor,Shah Alam,2021,visual,643
Selangor,Subang Jaya,2021,visual,803
Selangor,Overall,2021,visual,7535
Terengganu,Besut,2021,visual,360
Terengganu,Dungun,2021,visual,354
Terengganu,Hulu Terengganu,2021,visual,196
Terengganu,Kemaman,2021,visual,373
Terengganu,Kuala Terengganu,2021,visual,947
Terengganu,Marang,2021,visual,349
Terengganu,Setiu,2021,visual,154
Terengganu,Overall,2021,visual,2733
W.P Kuala Lumpur,W.P Kuala Lumpur,2021,visual,3980
W.P Labuan,W.P Labuan,2021,visual,137
W.P Putrajaya,W.P Putrajaya,2021,visual,183
 Overall,Overall,2021,visual,55112
Johor,Batu Pahat,2018,hearing,630
Johor,Johor Bahru,2018,hearing,1265
Johor,Kluang,2018,hearing,328
Johor,Kota Tinggi,2018,hearing,196
Johor,Kulaijaya,2018,hearing,242
Johor,Ledang,2018,hearing,208
Johor,Mersing,2018,hearing,78
Johor,Muar,2018,hearing,374
Johor,Pontian,2018,hearing,229
Johor,Segamat,2018,hearing,332
Johor,Overall,2018,hearing,3882
Kedah,Baling,2018,hearing,247
Kedah,Bandar Baharu,2018,hearing,80
Kedah,Kota Setar,2018,hearing,575
Kedah,Kuala Muda,2018,hearing,829
Kedah,Kubang Pasu,2018,hearing,275
Kedah,Kulim,2018,hearing,392
Kedah,Padang Terap,2018,hearing,94
Kedah,Pendang,2018,hearing,146
Kedah,Pokok Sena,2018,hearing,71
Kedah,Pulau Langkawi,2018,hearing,78
Kedah,Sik,2018,hearing,157
Kedah,Yan,2018,hearing,88
Kedah,Overall,2018,hearing,3032
Kelantan,Jajahah Jeli,2018,hearing,68
Kelantan,Bachok,2018,hearing,268
Kelantan,Gua Musang,2018,hearing,101
Kelantan,Kota Bharu,2018,hearing,530
Kelantan,Kuala Krai,2018,hearing,158
Kelantan,Machang,2018,hearing,165
Kelantan,Pasir Mas,2018,hearing,353
Kelantan,Pasir Puteh,2018,hearing,172
Kelantan,Tanah Merah,2018,hearing,134
Kelantan,Tumpat,2018,hearing,273
Kelantan,Overall,2018,hearing,2222
Melaka,Alor Gajah,2018,hearing,418
Melaka,Jasin,2018,hearing,351
Melaka,Melaka Tengah,2018,hearing,1277
Melaka,Overall,2018,hearing,2046
Negeri Sembilan,Jelebu,2018,hearing,74
Negeri Sembilan,Jempol,2018,hearing,170
Negeri Sembilan,Kuala Pilah,2018,hearing,155
Negeri Sembilan,Port Dickson,2018,hearing,175
