date,price
2025-06-06,3913.5
2025-06-07,NT
2025-06-08,PH
2025-06-09,3949.5
2025-06-10,3938.0
2025-06-11,3854.5
2025-06-12,3861.5
2025-06-13,3909.0
2025-06-14,NT
2025-06-15,PH
2025-06-16,4044.5
2025-06-17,4059.5
2025-06-18,4076.0
2025-06-19,4089.5
2025-06-20,4076.5
2025-06-21,NT
2025-06-22,PH
2025-06-23,4079.0
2025-06-24,4000.0
2025-06-25,3963.0
2025-06-26,3956.5
2025-06-27,PH
2025-06-28,NT
2025-06-29,PH
2025-06-30,3912.5
2025-07-01,3955.0
2025-07-02,4011.5
2025-07-03,4036.0
2025-07-04,4032.5
2025-07-05,NT
2025-07-06,PH
2025-07-07,4020.5
2025-07-08,4078.5
2025-07-09,4103.0
2025-07-10,4105.5
2025-07-11,4107.0
2025-07-12,NT
2025-07-13,PH
2025-07-14,4155.0
2025-07-15,4126.0
2025-07-16,4146.5
2025-07-17,4156.0
2025-07-18,4230.5
2025-07-19,NT
2025-07-20,PH
2025-07-21,4198.0
2025-07-22,4193.5
2025-07-23,4220.0
2025-07-24,4235.5
2025-07-25,4204.5
2025-07-26,NT
2025-07-27,PH
2025-07-28,4205.0
2025-07-29,4179.5
2025-07-30,4207.0
2025-07-31,NT
2025-08-01,4200.5
2025-08-02,NT
2025-08-03,PH
2025-08-04,4171.5
2025-08-05,4226.5
2025-08-06,4224.5
2025-08-07,4209.0
2025-08-08,4218.0
2025-08-09,NT
2025-08-10,PH
2025-08-16,NT
2025-08-17,PH
2025-08-23,NT
2025-08-24,PH
2025-08-30,NT
2025-08-31,PH
2025-09-06,NT
2025-09-07,PH
2025-09-13,NT
2025-09-14,PH
2025-09-20,NT
2025-09-21,PH
2025-09-27,NT
2025-09-28,PH
2025-10-04,NT
2025-10-05,PH
2025-10-11,NT
2025-10-12,PH
2025-10-18,NT
2025-10-19,PH
2025-10-25,NT
2025-10-26,PH
2025-11-01,NT
2025-11-02,PH
2025-11-08,NT
2025-11-09,PH
2025-11-15,NT
2025-11-16,PH
2025-11-22,NT
2025-11-23,PH
2025-11-29,NT
2025-11-30,PH
2025-12-06,NT
2025-12-07,PH
2025-12-13,NT
2025-12-14,PH
2025-12-20,NT
2025-12-21,PH
2025-12-27,NT
2025-12-28,PH
