date,price
2024-08-31,NT
2024-09-01,PH
2024-09-02,3997.0
2024-09-03,4044.5
2024-09-04,3993.0
2024-09-05,4006.5
2024-09-06,4006.0
2024-09-07,NT
2024-09-08,PH
2024-09-09,4004.5
2024-09-10,3981.5
2024-09-11,4019.5
2024-09-12,3985.5
2024-09-13,3995.5
2024-09-14,NT
2024-09-15,PH
2024-09-16,PH
2024-09-17,3900.5
2024-09-18,3951.0
2024-09-19,4017.0
2024-09-20,4027.5
2024-09-21,NT
2024-09-22,PH
2024-09-23,4070.5
2024-09-24,4063.0
2024-09-25,4097.5
2024-09-26,4170.5
2024-09-27,4201.5
2024-09-28,NT
2024-09-29,PH
2024-09-30,NT
2024-10-01,4170.5
2024-10-02,4224.5
2024-10-03,4244.5
2024-10-04,4362.5
2024-10-05,NT
2024-10-06,PH
2024-10-07,4383.5
2024-10-08,4370.5
2024-10-09,4378.0
2024-10-10,4384.0
2024-10-11,4402.5
2024-10-12,NT
2024-10-13,PH
2024-10-14,4392.5
2024-10-15,4356.0
2024-10-16,4387.5
2024-10-17,4355.5
2024-10-18,4374.0
2024-10-19,NT
2024-10-20,PH
2024-10-21,4371.5
2024-10-22,4423.0
2024-10-23,4556.5
2024-10-24,4613.0
2024-10-25,4685.5
2024-10-26,NT
2024-10-27,PH
2024-10-28,4693.0
2024-10-29,4700.0
2024-10-30,4735.0
2024-10-31,PH
2024-11-01,4855.0
2024-11-02,NT
2024-11-03,PH
2024-11-04,4982.5
2024-11-05,4949.5
2024-11-06,4967.5
2024-11-07,5045.0
2024-11-08,5060.5
2024-11-09,NT
2024-11-10,PH
2024-11-11,5157.5
2024-11-12,5180.5
2024-11-13,5064.0
2024-11-14,5077.5
2024-11-15,5092.5
2024-11-16,NT
2024-11-17,PH
2024-11-18,5072.0
2024-11-19,5052.0
2024-11-20,5025.0
2024-11-21,4836.0
2024-11-22,4872.0
2024-11-23,NT
2024-11-24,PH
2024-11-25,4886.0
2024-11-26,4900.0
2024-11-27,4943.0
2024-11-28,4999.5
2024-11-29,NT
2024-11-30,NT
2024-12-01,PH
2024-12-02,5251.5
2024-12-03,5287.0
2024-12-04,5309.0
2024-12-05,5327.0
2024-12-06,5333.5
2024-12-07,NT
2024-12-08,PH
2024-12-09,5329.5
2024-12-10,5288.5
2024-12-11,5187.0
2024-12-12,5145.5
2024-12-13,5151.0
2024-12-14,NT
2024-12-15,PH
2024-12-16,5057.5
2024-12-17,4940.0
2024-12-18,4839.0
2024-12-19,4742.5
2024-12-20,4828.0
2024-12-21,NT
2024-12-22,PH
2024-12-23,4853.0
2024-12-24,4907.0
2024-12-25,PH
2024-12-26,4924.5
2024-12-27,4982.5
2024-12-28,NT
2024-12-29,PH
2024-12-30,5000.5
2024-12-31,NT
