Store,Address,state
ECO-SHOP SIBURAN,"SUBLOT 61-65 OF LOT 1968 BLOCK 6 SENTAH-SEGU LAND DISTRICT 17TH MILE, JALAN KUCHING-SERIAN, ROAD 94200 KUCHING SARAWAK",SARAWAK
PASAR RAYA QIMART (NAGARIA),"NO 3&4 TKT BAWAH, JALAN NAGARIA, TAMAN NAGARIA SENGGARANG, 83200 BATU PAHAT JOHOR",JOHOR
GS MART (PULAI MAKMUR),NO 2 & 4 JALAN PULAI MAKMUR 5/1 BANDAR BARU KANGKAR PULAI 81300 JOHOR BAHRU JOHOR,JOHOR
SYARIKAT MERBAU JAYA,"LOT 4853 B,KAMPUNG TASEK, WAKAF DUA BUKIT PAYONGG 21400 MARANG TERENGGANU",TERENGGANU
TF VALUE-MART SDN BHD (PANTAI REMIS),"NO. 1, JALAN PANTAI DAMAI 2/1 TAMAN PANTAI DAMAI 2 34900 PANTAI REMIS PERAK",PERAK
GT MART KAPAR,NO. 78 & 80 GROUND FLOOR JALAN RAJA MOKHTAR 1 42200 KAPAR SELANGOR,SELANGOR
GT MART TAMAN KLANG UTAMA,NO. 16(GF LORONG SUNGAI PULOH 13D/KU5 TAMAN KLANG UTAMA 42100 KLANG SELANGOR,SELANGOR
LOTUSS PULAI HARTAMAS,"LOTUSS PULAI HARTAMAS LOT 304395, NO 1 JALAN PULAI HARTAMAS 31300 IPOH PERAK",PERAK
PACIFIC HYPERMARKET & DEPARTMENTAL STORE SDN BHD,"LORONG BENDERA BENDAHARA 1 MENTAKAB STAR CITY, 28400 MENTAKAB PAHANG",PAHANG
GUDANG YAK GUAN,NO. 6 KAMOUNG SEMUNIN 94500 LUNDU SARAWAK,SARAWAK
HWA THAI SUPERMARKET (TODAY'S MARKET),"M10&11 LOT,PTD 111519 JALAN SURIA 1,BANDAR SERI ALAM 81750 MASAI JOHOR",JOHOR
MYDIN EMPORIUM KOTA BHARU,"LOT 69 241-245,SECTION 8, JALAN PINTU PONG 15000 KOTA BHARU KELANTAN",KELANTAN
SIN KIAN SENG,"NO. 10, PASAR BARU SIMUNJAN 94800 SIMUNJAN SARAWAK",SARAWAK
KABAN MART,"LOT NO. 75, SARATOK BAZAAR 95400 SARATOK SARAWAK",SARAWAK
HERO MARKET - ALL SEASON ALL,6J-1-1 & 6J-2-1 ALL SEASONS PLACE LEBUHRAYA THEAN TEIK 11500 AYER ITAM PENANG,PENANG
TMG EXPRESS 3000 SDN BHD (JADE HILLS),"NO. 29-1, 31-1, 33-1,35-1, & 37-1 GROUND FLOOR, JALAN DATARAN JADE 3, DATARAN JADE 3, DATARAN JADE, JADE HILLS 43000 KAJANG SELANGOR",SELANGOR
PUZMART CAWANGAN TASEK GELUGOR,NO. 3021 JALAN HASHIM AWANG TAMAN GELUGOR INDAH 13300 TASEK GELUGOR PENANG,PENANG
KK SUPER MART (PEKAN NENAS 3),"NO.5, JALAN SAWAH 81500 PEKAN NENAS JOHOR",JOHOR
PASAR RAYA AA TEGUH (TG),"NO 12, 14, 16 & 18 JALAN SEPADU JAYA 1 TAMAN SEPADU JAYA 13300 TASEK GELUGOR PENANG",PENANG
CHIN HUAT GROCERY STORE SDN. BHD.,"NO. 3 & 4, BANGUNAN KOPERASI SEBERANG PEKAN, 08200 SIK KEDAH",KEDAH
KK SUPER MART (KUALA KANGSAR PRIMA),"NO.8, PERSIARAN BOUGAINVILLEA UTAMA 1, BOUGAINVILLEA UTAMA 33010 KUALA KANGSAR PERAK",PERAK
"99 SPEEDMART SDN BHD (TMN UNGKU TUN AMINAH, 2 ) - 2280","NO: 38 & 40 (GROUND FLOOR), JALAN NAKHODA 2, TAMAN UNGKU TUN AMINAH, 81300 SKUDAI JOHOR",JOHOR
PASARAYA KAWAN KITA (SIK),"CAWANGAN SIK,NO 12A-17A, SUSUR ALAMANDA 3, PUSAT PERNIAGAAN ALAMANDA SIK,08200 SIK, KEDAH 08200 SIK KEDAH",KEDAH
SK FRESH SUPERMARKET (SIK),"LOT PT 9334 - PT 9336, PT 9338 - PT 9340, PT 9657, PT 3712, PEKAN SIK, BANDAR SIK, 08200 SIK, KEDAH. 08200 SIK KEDAH",KEDAH
99 SPEEDMART SDN BHD (BEKOK) - 2029,NO: 12 & 14 (GROUND FLOOR) JALAN GUNUNG KAMPUNG BEKOK 86500 BEKOK JOHOR,JOHOR
LIK SENG MARKETING SDN BHD,"LOT 167, LUBOK ANTU BAZAAR, LUBOK ANTU, 95900 LA, SARAWAK 95900 LUBOK ANTU SARAWAK",SARAWAK
SUPER SEVEN (M) SDN BHD (SG BULOH),"LOT 407, 408 & 409, JALAN PERUSAHAAN 2, SUNGAI BULOH 13 1/2 47000 SUNGAI BULOH SELANGOR",SELANGOR
COOP MART (PASIR PUTEH),"LOT 455, BANGUNAN PKINK, JALAN NORA 16800 PASIR PUTEH KELANTAN",KELANTAN
SIN HOCK SENG,"97, JALAN SIMPANG 34000 TAIPING PERAK",PERAK
YUSAZHAR BIN CHE MAT USOH,"LOT 553-A, JALAN FARRER 16800 PASIR PUTEH KELANTAN",KELANTAN
PASARAYA BS BUKIT GOH SDN BHD,"B2, B4, B6, B8, B10, B12, B14, B16, B18, LORONG PADANG MAJU 2, PERUMAHAN PADANG MAJU, JALAN SUNGAI LEMBING 25200 KUANTAN PAHANG",PAHANG
MYGROCER (VJM 1886),NO 5 JALAN PTP 1/6 TAMAN PERINDUSTRIAN TASIK PERDANA 47120 PUCHONG SELANGOR,SELANGOR
QIZTINA ENTERPRISE - BATU 31,"MILE 31, JALAN BINTULU-MIRI 97000 BINTULU SARAWAK",SARAWAK
ST ROSYAM MART (SG BULOH) SDN BHD,WISMA LP LOT 21117 (PT 6394) BANDAR BARU SUNGAI BULOH 40160 SHAH ALAM SELANGOR,SELANGOR
LOTUSS NILAI,"LOTUSS NILAI NO. 1, JALAN BBN 1/3 PUTRA NILAI 71800 NILAI NEGERI SEMBILAN",NEGERI SEMBILAN
KK SUPER MART (JALAN DATO SHEIKH AHMAD SEREMBAN),"NO.27, JALAN DATO SHEIKH AHMAD 70000 SEREMBAN NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (TASEK GELUGOR) - 2480,NO : 3011 & 3012 (GROUND FLOOR) JALAN HASHIM AWANG TAMAN GELUGOR INDAH 13300 TASEK GELUGOR PENANG,PENANG
NIRWANA MAJU SDN BHD - CAW BATU HITAM,"LOT 122494, JALAN KUANTAN - KEMAMAN BATU HITAM, MUKIM BESERAH 26100 KUANTAN PAHANG",PAHANG
MILLION DAILYMART SDN BHD,"LOT 6776 - 6782, TAMAN TUNKU SHOPPING CENTRE,TAMAN TUNKU,98000 MIRI. 98000 MIRI SARAWAK",SARAWAK
KLEBANG FAMILY STORE SDN BHD,NO. 2-14 JALAN TAMAN NIRWANA 2 TAMAN NIRWANA BATANG TIGA KLEBANG 76400 TANJUNG KLING MELAKA,MELAKA
GIANT MINI (SRI GOMBAK),NO 52 JALAN SG 1/8 TAMAN SERI GOMBAK 68100 SERI GOMBAK SELANGOR,SELANGOR
DMART SEGI SELANCAR 03,FELDA SELANCAR 03 MUADZAM SHAH ROMPIN 26700 MUADZAM SHAH ROMPIN PAHANG,PAHANG
TF VALUE-MART (KUALA KANGSAR),"TF VALUE-MART (KUALA KANGSAR) LOT 2135, PUSAT KOMERSIAL WAI THONG PERSIARAN WAI THONG 1, JLN SULTAN ISKANDAR SHAH 33000 KUALA KANGSAR PERAK",PERAK
CHONG WANG TRADING,L-55 AND 56 JLN KG SELARAN KAHANG 86700 KAHANG JOHOR,JOHOR
99 SPEEDMART SDN BHD (KG SG LANG) - 1047,"NO.40-42, JALAN BERSATU DUA, TAMAN BERSATU, SUNGAI LANG, 42700 BANTING SELANGOR",SELANGOR
BATARAS HYPERMARKET PAPAR,"FASA 2, PLAZA 22, KAMPUNG SAPAT 89608 PAPAR SABAH",SABAH
WLS ENTERPRISE SDN BHD - PJ,"PT 539-542, KG CHERANG 15200 KOTA BAHRU KELANTAN",KELANTAN
K INDERA CASH & CARRY - LINGGI,1191/5 JALAN BESAR LINGGI 71150 LINGGI NEGERI SEMBILAN,NEGERI SEMBILAN
99 SPEEDMART SDN BHD (PENDAMAR INDAH) - 1176,"NO:36 & 38, SOLOK PENDAMAR INDAH 1, PENDAMAR INDAH, 42000 PORT KLANG SELANGOR",SELANGOR
BATARAS SUPERSTORE SABINDO,"TB4451-TB4455, LOT 42-46, SABINDO SQUARE 91000 TAWAU SABAH",SABAH
DJ MARKET SDN BHD - PALOH,NO. 22 - 24 JALAN 20 TAMAN SRI PALOH 86600 PALOH JOHOR,JOHOR
99 SPEEDMART SDN BHD (KG TUARID TAUD) - SBH 23819,CL SERIAL NO. 135334959 LOT 1 NO. 135334968 LOT 2 TUARID TAUD 89007 KENINGAU SABAH,SABAH
GIANT (BANDAR BARU AMPANG),"SPECTRUM SHOPPING MALL, JALAN WAWASAN AMPANG 4/2 BANDAR BARU AMPANG 68000 AMPANG SELANGOR",SELANGOR
MEGAMART SDN BHD (PEMATANG PASIR),"NO 9,11,13 & 15 JALAN SIAKAP 2A TAMAN PERMATANG PASIR PERDANA 75460 ALAI MELAKA",MELAKA
LONGWAN - TUNKU HOSNA,"NO.108,109,110,111,112,113,114,115, TAMAN TUNKU HOSNA, JALAN TANJUNG BENDAHARA, 05300 ALOR SETAR, KEDAH. 05300 ALOR SETAR KEDAH",KEDAH
TMG EXPRESS 3000 SDN BHD (PULAU SERAI),"M-1, RAKYAT MALL PERUMAHAN KOMUNITI BERSEPADU PULAU SERAI 26600 PEKAN PAHANG",PAHANG
DMART SEGI NERAM 02,FELDA NERAM 02 KEMAMAN 24000 KEMAMAN TERENGGANU,TERENGGANU
99 SPEEDMART SDN BHD (JLN LIPIS RAUB) - 2424,"NO: PT 23123 & 23124 (GROUND FLOOR), KM2-KM7, JALAN LIPIS, 27600 RAUB PAHANG",PAHANG
PERNIAGAAN PAK TORI - YAN,"NO 10 & 11 PERSIARAN MAHSURI, TAMAN MAHSURI SUNGAI LIMAU DALAM 06910 YAN KEDAH",KEDAH
SOON HUAT BROTHERS COMPANY,991 JALAN DATO MOHD ALI 86900 ENDAU JOHOR,JOHOR
PASARAYA WELL-MART GB5,"NO 13A SELASEH COMMERCIAL CENTRE, JALAN PPS 2 PUSAT PERDAGANGAN SELASEH 68100 BATU CAVES SELANGOR",SELANGOR
KAI HING,"NO. 1234, JALAN BALI BUNTONG N/V 30100 IPOH PERAK",PERAK
SOHHO GROCER,K-200 TAMAN BAIDURI 24000 KEMAMAN TERENGGANU,TERENGGANU
SEGI FRESH BANDAR MAHKOTA BANTING,"NO. 7-G-62, 7-G-64, 7-G-66, 7-G-68 JALAN USAHAWAN 2 BANDAR MAHKOTA BANTING 42700 BANTING SELANGOR",SELANGOR
ECONSAVE CASH & CARRY (BG) SDN BHD (KAJANG),"PT644442, PT63029, PT63030, PT63051 JALAN REKO SENTRAL 43000 KAJANG SELANGOR",SELANGOR
ECONSAVE CASH & CARRY (SPG) SDN BHD (SEPANG),"G21 & M19, KIP MALL KOTA WARISAN KIP SENTRAL KOTA WARISAN 43900 SEPANG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (BUKIT TINGGI 2) - 1063,"NO.15 & 17,LORONG BATU NILAM 34C BANDAR BUKIT TINGGI BANDAR SETIA ALAM 41200 KLANG SELANGOR",SELANGOR
ECO-SHOP BAGAN DATOH,"NO 67 GROUND & FIRST FLOOR, PT8760, LORONG 1 TAMAN SUNGAI SUMUM 36300 SUNGAI SUMUM PERAK",PERAK
DMART SEGI PALONG 05,DMART PALONG 05 FELDA PALONG 05 73470 PALONG NEGERI SEMBILAN,NEGERI SEMBILAN
99 SPEEDMART SDN BHD (TAMAN RASAH JAYA 2) - 2145,NO: 3392 & 3393 (GROUND FLOOR) JALAN RJ 6/1 TAMAN RASAH JAYA 70300 SEREMBAN NEGERI SEMBILAN,NEGERI SEMBILAN
EHSAN SEGI KALUMPANG,NO. 22 & 23 JALAN RAJAWALI 2 TAMAN RAJAWALI 44100 SELANGOR SELANGOR,SELANGOR
LOTUSS (BUKIT INDAH),"NO. 1, JALAN INDAH 15 BUKIT INDAH 81200 JOHOR BHARU JOHOR",JOHOR
LONGWAN - MERGONG,"NO.193,195,196,197, TAMAN PERINDUSTRIAN 2010, JALAN LENCONG BARAT, MUKIM MERGONG, 06250 LOR SETAR, KEDAH. 06250 ALOR SETAR KEDAH",KEDAH
KHJ MINI MARKET (MUKIN TEBRAU),"LOT 3679, KEDAI NO. 6, KG SINARAN BARU, MUKIM TEBRAU 81300 SKUDAI JOHOR",JOHOR
99 SPEEDMART SDN BHD (TAMAN DAMAI GEMAS) - 1814,PT 4287 & 4288 TAMAN DAMAI PEKAN DANGI 73400 GEMAS NEGERI SEMBILAN,NEGERI SEMBILAN
HONG GUAN MINI MARKET,"G/F, LOT 3135,3136,3137 & 3138 AT LOT 2202 BLOCK 13, MENUAN LAND DISTRICT, JALAN ULU SG KAPIT 96800 KAPIT SARAWAK",SARAWAK
GS MART (KOTA EMAS),NO 9-G & 10 JALAN EMAS 2 PUSAT PERDAGANGAN KOTA EMAS 82000 PONTIAN JOHOR,JOHOR
KK SUPER MART (UCSI HOSPITAL & UNIVERSITY SPRINGHILL),"UNIT 4, MAIN LOBBY, UCSI HOSPITAL & UNIVERSITY, NO.2, AVENUE 3, PERSIARAN SPRINGHILL 71010 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (TAMAN DESA JAYA) - 2288,NO: 30 & 32 (GROUND FLOOR) JALAN DANAU 2 TAMAN DESA JAYA 81100 JOHOR BAHRU JOHOR,JOHOR
AHMAD NAZRI BIN ABDUL HADI (KEDAI RUNCIT AHMAD NAZRI BIN ABDUL HADI),"BATU 5 1/2, KG. LAYANG-LAYANG KANAN, 32800 PARIT, PERAK 32800 PARIT PERAK",PERAK
99 SPEEDMART SDN BHD (TMN TELUK BAYU)-3041,NO: 2 & 3 (GROUND FLOOR) JALAN TELUK BAYU 1 TAMAN TELUK BAYU 08000 SUNGAI PETANI KEDAH,KEDAH
99 SPEEDMART SDN BHD (KG TAVIU) - SBH 24420,NT NO. 083229083 KG.TAVIU JALAN RANAU-SANDAKAN 89100 BELURAN SABAH,SABAH
99 SPEEDMART SDN BHD (TAMAN SERI DAGANG) - 1808,"NO: 17 & 19, JALAN SD 1/1 TAMAN SERI DAGANG 1 TAMAN SERI DAGANG 1 42700 BANTING SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN PERKASA) - 1409,"NO: 16 & 17, JALAN PERKASA 1/2, TAMAN PERKASA, 43100 HULU LANGAT SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (DESA SENADIN) - SWK 36925,"GROUND FLOOR , LOT 10636 DESA SENADIN PHASE 8 COMMERCIAL CENTER , JALAN LUTONG - KUALA BARAM 98100 MIRI SARAWAK",SARAWAK
GS MART (TAMAN SAUJANA),NO 8 & 9 JALAN SAUJANA 2 TAMAN SAUJANA 82000 PONTIAN JOHOR,JOHOR
ECO-SHOP BANDAR IPOH,"270, JALAN SULTAN IDRIS 30000 IPOH PERAK",PERAK
ECONSAVE CASH & CARRY (JW) SDN BHD (JAWI),LOT 326 LORONG INDUSTRI 7 14300 SEBERANG PERAI SELAT PENANG,PENANG
SUNSHINE BERTAM,NO.1 PERSIARAN DAGANGAN PUSAT BANDAR BERTAM PERDANA KEPALA BATAS 13200 KEPALA BATAS PENANG,PENANG
SEGI FRESH SERDANG KEDAH,"NO.10-G, 11-G & 12-G KOMPLEKS UMNO JALAN RAYA 09800 SERDANG KEDAH",KEDAH
MYDIN MART (TAMAN KINRARA),"NO. 14,16,18&20 JIN TK 4/5, TMN KINRARA 4 47100 PUCHONG SELANGOR",SELANGOR
KUALA BERANG EKONOMI MINI MARKET,"461-B, JALAN AJIL - KUALA BERANG, KAMPUNG BATU 24 21700 KUALA BERANG TERENGGANU",TERENGGANU
BOULEVARD TRADING (MS),SERVEY LOT 7995/7996/7997/ (SUBLO 39) OF PARENT LO BLOCK 11 KUALA BARAM LAND DISTRICT TUDAN MIRI 98000 MIRI SARAWAK,SARAWAK
GIANT HYPERMARKET GHPT (PLENTONG),"NO 3, JALAN MASAI LAMA MUKIM PLENTONG 81750 MASAI JOHOR",JOHOR
99 SPEEDMART SDN BHD (LENGA) - 2500,"NO: 8 & 10 (GROUND FLOOR) JALAN KASTURI 1 TAMAN KASTURI, LENGA 84040 MUAR JOHOR",JOHOR
PASARAYA WELL-MART AP1,"NO. 1, JALAN MULIA 4/1 JALAN MULIA JAYA 68000 AMPANG SELANGOR",SELANGOR
ECONSAVE CASH & CARRY (SLR) SDN BHD (SLIM RIVER),"NO 1, PUSAT PERNIAGAAN SLIM PERDANA JALAN PERDANA 1 35800 SLIM RIVER PERAK",PERAK
PASAR MINI P. KUMAR,"100, KM 6 1/2 JALAN KISAP 07000 LANGKAWI KEDAH",KEDAH
CHOP MUI HENG,"NO 14, BEKENU BAZAAR, SIBUTI, 98150 MIRI, SARAWAK 98150 MIRI SARAWAK",SARAWAK
LOTUSS (SG PETANI SELATAN),"LOT 368, JALAN BAKAR ARANG 08000 SUNGAI PETANI KEDAH",KEDAH
B23-PASARAYA SAVE-SIMPANG PULAI,NO 38 & 40 (GF) PERSIARAN PULAI JAYA 9 BANDAR PULAI JAYA 31300 IPOH PERAK,PERAK
99 SPEEDMART SDN BHD (BANDAR NAM TUNG) - SBH 31723,"GROUND FLOOR, LOT 3 & 4, BLOCK C BANDAR NAM TUNG MILE 2, JALAN LEILA 90000 SANDAKAN SABAH",SABAH
MDS MART (KEMENA) SDN BHD - 2,"GRD FLOOR, LOT 2284, BANGUNAN HAJI HAMZAH, JALAN ABANG GALAU 97000 BINTULU SARAWAK",SARAWAK
ECONSAVE CASH & CARRY (PS) SDN BHD (POKOK SENA),"NO. 33, KOMPLEKS PERNIAGAAN SENA SENTRAL BANDAR POKOK SENA 06400 POKOK SENA KEDAH",KEDAH
INDAI MART (STAPANG),LOT 174 STAPANG SPAPA LAND 96010 SIBU SARAWAK,SARAWAK
PASAR MINI YAP BATU ANAM,NO. 7 & 8 JALAN JKR BATU ANAM 85100 SEGAMAT JOHOR,JOHOR
PACIFIC GROCER & DEPARMENT STORE (PRAI),"2828, JALAN BARU, BANDAR PERAI JAYA, 13600 PERAI PENANG",PENANG
BATARAS SUPERSTORE STEPHEN TAN,"NO.1041, JALAN STEPHEN TAN 91000 TAWAU SABAH",SABAH
KK SUPER MART (TAMAN UNGKU AMINAH),"NO.38, JALAN HULUBALANG 1, TAMAN UNGKU TUN AMINAH 81300 SKUDAI JOHOR",JOHOR
HERO MARKET - MERANTI JAYA,"NO. 1,3,5,7,9,11,13,15 BLOCK A, TANMING BOULEVARD JLN MERANTI JAYA 3/1, TAMAN MERANTI JAYA 47120 PUCHONG SELANGOR",SELANGOR
HWA THAI SUPERMARKET (JOHOR JAYA),143 & 145 JALAN SEROJA 56 TAMAN JOHOR JAYA 81100 JOHOR BAHRU JOHOR,JOHOR
PASARAYA WELL-MART SB5,"NO 5, JALAN SP 12A TAMAN SRI PUTRA 47000 SUNGAI BULOH SELANGOR",SELANGOR
MYDIN PELANGI INDAH HYPERMARKET,PTD 120470 TAMAN PELANGI INDAH 81800 ULU TIRAM JOHOR,JOHOR
99 SPEEDMART SDN BHD (TMN SIMPANG PERDANA)-2826,NO: B-11 & B-12 (GROUND FLOOR) SUSURAN LADA 1 TAMAN SIMPANG PERDANA 06550 SIMPANG EMPAT KEDAH,KEDAH
99 SPEEDMART SDN BHD (LAWAS DAMIT) - SWK 20018,LOT NO 2621 & 2622(GROUND FLOOR) JALAN GAYA LAWAS DAMIT 98850 LAWAS SARAWAK,SARAWAK
MASLEE EXPRESS SDN BHD (KOTA MASAI (KM)),"11-11A - 25-25A, JALAN TEMBIKAI1, TAMAN KOTA MASAI, 81700 PASIR GUDANG, JOHOR 81700 PASIR GUDANG JOHOR",JOHOR
PASARAYA WELL-MART AP3,"SA37-G, LORONG PANDAN PERTAMA 3 PANDAN UTAMA KG PANDAN DALAM 68000 AMPANG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (BKT KAPAR) - 1012,"39-41, JALAN BUKIT KAPAR, PEKAN KAPAR , 42200 KAPAR SELANGOR",SELANGOR
ENG LIONG FATT,"NO. 14, JALAN BESAR CHENDERIANG 35300 CHENDERIANG PERAK",PERAK
QQFMLY SDN. BHD. (HQ),"NO. 5, JALAN BUNGA RAYA 1, PEKAN BARU LAYANG, LAYANG-LAYANG 81850 LAYANG-LAYANG JOHOR",JOHOR
SMART BEE GROCER@SENAI SCIENTEX,"NO 144,145 JALAN SCIENTEX JAYA 7 TAMAN SCIENTEX 81400 SENAI JOHOR",JOHOR
SEGI FRESH TAMAN SERI RABAN,"NO 19-G, 19-A, 20-G, 20A TAMAN SERI RABAN LENGGONG 33400 LENGGONG PERAK",PERAK
HOME MART FRESH & FROZEN SDN BHD - LUNAS,"920 – 929, JALAN MAKMUR 5, TAMAN MAKMUR 09600 LUNAS KEDAH",KEDAH
HWA THAI SUPERMARKET (TJ MART SALENG),"LOT 5035 BATU 17/2 JALAN AIR HITAM, SALENG 81400 SENAI JOHOR",JOHOR
CHAI NAM TED,"NO. 44 BAZAAR ASAJAYA, 94600 ASAJAYA 94600 ASAJAYA SARAWAK",SARAWAK
MYDIN EMPORIUM KUANTAN,"NO B 62-64-74, LORONG TUN ISMAIL 5 SRI DAGANGAN BUSINESS CENTRE 25000 KUANTAN PAHANG",PAHANG
NAHMEE TRADING (M) SDN BHD - MELIKIN,"SL-1-4, LOT 399-402 BLOCK 18, MELIKIN LAND DISTRICT SERIAN - SRI AMAN ROAD 94700 SERIAN SARAWAK",SARAWAK
FRESH HUB AIR BIRU,"NO 4,6,8&10 JALAN 10/28 AIR BIRU 81700 PASIR GUDANG JOHOR",JOHOR
99 SPEEDMART SDN BHD (TAMAN PERMAI KUALA PILAH) - 2619,NO: KM 1 (GROUND FLOOR) JALAN BAHAU TAMAN PERMAI 72000 KUALA PILAH NEGERI SEMBILAN,NEGERI SEMBILAN
MARI MARI FRESHMART (MUADZAM) SDN BHD,"NO.1, KEDAI JALAN MAKMUR 7, BANDAR SATELIT 26700 MUADZAM SHAH PAHANG",PAHANG
99 SPEEDMART SDN BHD (TAMAN SEROM UTAMA) - 2738,NO: 9 & 10 (GROUND FLOOR) JALAN SATRIA 1 TAMAN SEROM UTAMA 84400 SEROM JOHOR,JOHOR
BATARAS HYPERMARKET TAWAU APAS,"CL105341624,TB 758, MILE 3 1/2 JALAN APAS 91000 TAWAU SABAH",SABAH
DOREMART KUCHING KOTA SENTOSA,"GROUND FLOOR, LOT 1958-1964, BLOCK 233 KNID, NO.208-215 PEKAN BATU 7 (KOTA SENTOSA) 93250 KUCHING SARAWAK",SARAWAK
SK FRESH SUPERMARKET (SERDANG),"NO. 3, 4, 5, 6 & 7, KOMPLEKS PERNIAGAAN MELUR JAYA, JALAN RAYA, 09800 SERDANG, KEDAH. 09800 SERDANG KEDAH",KEDAH
MASLEE EXPRESS SDN BHD (LARKIN AMAN (LA)),"3 & 3-01, 4 & 4-01, 5 & 5-01, 6 & 6-01, 7 & 7-01, 8 & 8-01, 9 & 9-01, 10 & 10-01, JALAN KASAWARI 1, KAMPUNG AMAN LARKIN, 80350 JOHOR BAHRU, JOHOR 80350 JOHOR BAHRU JOHOR",JOHOR
KIM YAM TRADING SDN BHD,PASAR BORONG SEGAMAT TAMAN YAYASAN 85000 SEGAMAT JOHOR,JOHOR
SINAR LANTING ENTERPRISE,"NO.1, 2, 3, PASAR CHENOR 28100 MARAN PAHANG",PAHANG
CHOP HIAP HENG,LOT 612 SARATOK BAZAAR 95400 SARATOK SARAWAK,SARAWAK
99 SPEEDMART SDN BHD (TAMAN PAROI JAYA) - 2089,"NO: 394 & 395 (GROUND FLOOR) PERSIARAN RAJAWALI TAMAN PAROI JAYA, AMPANGAN 70400 SEREMBAN NEGERI SEMBILAN",NEGERI SEMBILAN
PKT PASIR PUTEH,"LOT 13645, KG. WAKAF LANAS 16800 PASIR PUTEH KELANTAN",KELANTAN
HARI2 SUPERMART (TAMAN KOTA MASAI),NO 2 AND 3 JLN RAMBAI 11 TAMAN KOTA MASAI 81790 MASAI JOHOR,JOHOR
MASLEE EXPRESS SDN BHD (PONTIAN (EPT)),"BLOK 1 (GF & LEVEL 1), BLOK 2 & 3 (GF), NO. 99, JALAN PARIT MESJID, 82000 PONTIAN, JOHOR 82000 PONTIAN JOHOR",JOHOR
CHOON CHEONG DEPARTMENTAL STORE (SIPITANG) SDN BHD,"LOT NO 19-21, JALAN DATUK HJ MOHD YASSIN, 89857 SIPITANG 89857 SIPITANG SABAH",SABAH
PACIFIC HYPERMARKET (KTCC MALL),"G-888 & 1-888 TINGKAT BAWAH & TINGKAT SATU,KTCC MALL JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU TERENGGANU",TERENGGANU
99 SPEEDMART SDN BHD (TG SEPAT 1) - 1103,"NO.3,5,7 & 9,PUSAT PERNIAGAAN TANJONG, LORONG PASAR 1, JALAN BESAR,TANJONG SEPAT, 42800 KUALA LANGAT SELANGOR",SELANGOR
TMG EXPRESS 3000 SDN BHD (KOTASAS),"B18-B26, JALAN KS1/13, KOTASAS AVENUE KOTA SULTAN AHMAD SHAH 25200 KUANTAN PAHANG",PAHANG
99 SPEEDMART SDN BHD (PORT KLANG1) - 1013,"NO: 118 (G), JLN TENGKU BANDAR, PEKAN KAPAR , 42000 PORT KLANG SELANGOR",SELANGOR
SEN SEN DEPARTMENTAL STORE SDN.BHD. (KOTA SAMARAHAN),SUBLOT 50-56 LOT 3022 BLOCK 1 SAMARAHAN LAND DISTRICT JALAN DATUK MOHD MUSA 94300 KOTA SAMARAHAN SARAWAK,SARAWAK
MESRA SHAHZ TRADING,"NO. 9,10 & 11 BAWAH PERKEDAIAN BULUH PERINDU BANDAR PERMAISURI 22100 SETIU TERENGGANU",TERENGGANU
CKS GROCER - DAMAI PLAZA,"GROUND FLOOR, BLOCK B, LOT 5 (LOT NO.2) & LOT 6 (LOT NO.3), DAMAI PLAZA PHASE 3, WISMA CTF JALAN DAMAI 88300 KOTA KINABALU SABAH",SABAH
SRI LAYANG MINI MARKET,NO. 12 JALAN MAWAR 4 TAMAN SRI LAYANG-LAYANG 81850 LAYANG-LAYANG JOHOR,JOHOR
99 SPEEDMART SDN BHD (MANJOI) - 2086,"NO: 23-31 & 23-33 (GROUND FLOOR) JALAN RAJA, KAMPUNG MANJOI 30020 IPOH PERAK",PERAK
TUNAS MANJA SDN BHD (CENDERAWASIH),"NO. B-14, B-16 & B-18, GROUND FLOOR LORONG BUKIT SETONGKOL 9, TAMAN CENDERAWASIH 25200 KUANTAN PAHANG",PAHANG
SYARIKAT PERNIAGAAN MUHIBBAH,"NO 23 BAWAH, JALAN SULTAN AHMAD SHAH LURAH BILUT 28700 BENTONG PAHANG",PAHANG
BEST FRESH MART SDN BHD - SEREMBAN,"LOT G-01 & 1-01, CENTREPOINT SEREMBAN, LOT. PT9149, JALAN DATO' SIAMANG GAGAP, 70100 SEREMBAN NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (BANDAR PUTRA) - 2255,NO: 5340 & 5341 (GROUND FLOOR) JALAN KENARI 19 BANDAR PUTRA 81000 KULAI JOHOR,JOHOR
MASLEE EXPRESS SDN BHD (SETIA INDAH (ESI),"BZZ-6, KOMPLEKS PASAR SETIA INDAH, JALAN SETIA 3/7, TAMAN SETIA INDAH, 81100 JOHOR BAHRU, JOHOR 81100 JOHOR BAHRU JOHOR",JOHOR
