Store,Address,state
99 SPEEDMART SDN BHD (TMN KOMERSIAL EMAS) - 2137,"NO: 1 & 2 (GROUND FLOOR), JALAN EMAS 2A, TAMAN KOMERSIAL EMAS, 28200 BANDAR BERA PAHANG",PAHANG
JOO ONN,"NO. 26 & 27, ASAJAYA NEW TOWNSHIP 94600 ASAJAYA SARAWAK",SARAWAK
PULAU KETAM MINI MARKET,"NO. 23K, JALAN BESAR 42940 PULAU KETAM SELANGOR",SELANGOR
SEGI FRESH SIKAMAT,"207, 208, 209, 210 & 211, JALAN PERSIARAN BUKIT CORAL 1 TAMAN BUKIT CORAL 70400 SIKAMAT NEGERI SEMBILAN",NEGERI SEMBILAN
DESA RIA ECO MART,JALAN INFORMASI RUMBIA KASUGIRA 89747 89747 KUALA PENYU SABAH,SABAH
ECO-SHOP AEON STATION 18,"1ST FLR, LOT F73A NO. 2, SUSUNAN STESEN 18 STATION 18 31650 IPOH PERAK",PERAK
99 SPEEDMART SDN BHD (TAMAN PAYA RUMPUT PERDANA) - 1628,"NO: 1 & 3, JALAN ANGGERIK 1 TAMAN PAYA RUMPUT PERDANA 76450 PERDANA MELAKA",MELAKA
YONG FATT MART,"NO 1 & 1A 2&2A 3&3A, JLN BAGAN JAYA TAMAN BAGAN JAYA 83000 BATU PAHAT JOHOR",JOHOR
I MART XCEL SDN BHD HQ (SONG),"GROUND FLOOR & FIRST FLOOR LOT 313, SONG TOWN DISTRICT 96850 SONG SARAWAK",SARAWAK
BATARAS SUPERSTORE KEPAYAN,"CENTRAL SHOPPING PLAZA, GROUND FLOOR, JALAN BANJARAN KEPAYAN RIDGE 88200 KOTA KINABALU SABAH",SABAH
ECONSAVE CASH & CARRY (ML) SDN BHD (MALIM),1-15 JALAN PPM 3 PLAZA PANDAN MALIM BUSINESS PARK 75250 BALAI PANJANG MELAKA,MELAKA
99 SPEEDMART SDN BHD (BANDAR PUTERI) - 1035,"NO. 39, LORONG SANGGUL 1A BANDAR PUTERI 42000 KLANG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN PERINDUSTRIAN TANJUNG PELEPAS) - 2937,"NO: 2 (GROUND FLOOR), JALAN PELEPAS 2/2 TAMAN PERINDUSTRIAN TANJUNG PELEPAS 81550 GELANG PATAH JOHOR",JOHOR
PASARAYA POK ENG TIN,"LOT 71296&71297, BANGUNAN POK ENG TIN, JALAN YAHYA AHMAD 23000 DUNGUN TERENGGANU",TERENGGANU
SING KWONG SUPERMARKET (MEDAN RAYA) SDN BHD,"BLOCK G, NO 50 - 60, JALAN TANJUNG KIDURONG, 97000 BINTULU 97000 BINTULU SARAWAK",SARAWAK
PANJI MAKMUR TRADING SDN BHD (CAW. JPJ),LOT 911 916 C & D JALAN HOSPITAL 15200 KOTA BHARU KELANTAN,KELANTAN
EVERWIN CENTRE (KOTA SAMARAHAN) SDN BHD,"NO.14 TO 27 (G/F) & 17-28(1ST FFOOR), UNI MEDIA COMMERCIAL CENTRE JALAN UNI MEDIA, KOTA SAMARAHAN EXPRESSWAY 94300 KOTA SAMARAHAN SARAWAK",SARAWAK
CHIONG SOON TRADING,NO. 2 NEW BAZAAR MATU 96250 MUKAH SARAWAK,SARAWAK
NAHMEE TRADING (M) SDN BHD - BATU 32ND,"SL-20, LOT 10 BAKI JUNCTION, 32ND MILE, JALAN KUCHING-SERIAN 94700 SERIAN SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN SRI UTAMA)-2643,NO: 25 & 26 (GROUND FLOOR) LORONG LINDUNGAN 2 TAMAN SRI UTAMA 08300 GURUN KEDAH,KEDAH
C-MART (CHANGLUN) SDN BHD,"C-MART (CHANGLUN) SDN BHD NO 1, PEKAN CHANGLUN 06010 CHANGLUN KEDAH",KEDAH
MEGAMART SDN BHD (TANGKAK 2),"NO 4, 4-1,5, 5-1,6 JALAN PAYAMAS BANDAR IOI 84900 TANGKAK JOHOR",JOHOR
KUMPULAN PASARAYA PANTAI TIMOR SDN BHD - RAUB,"PT 27607, JALAN PUTRA RAUB, PUSAT PERNIAGAAN PUTRA RAUB 27600 RAUB PAHANG",PAHANG
MY MART GOLDEN GLOBE (PARIT BETAK) SDN BHD,"NO 125.10, JLN JAYA DIRI, BELAHAN TAMPOK PARIT BETAK 83100 RENGIT JOHOR",JOHOR
REZEKI FOODSTUFF ENTERPRISE,LOT 942 JALAN BESAR SUNGAI PELEK SELANGOR 43950 SUNGAI PELEK SELANGOR,SELANGOR
NSK TRADE CITY (RAWANG JAYA) SDN BHD,"LOT 647 & 682, JALAN RAWANG, RAWANG JAYA, 48000 RAWANG SELANGOR",SELANGOR
PASAR MINI THONG HING,"F1698, JALAN BESAR BATU ARANG 48100 BATU ARANG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (DESA PINGGIRAN PUTRA) - 1524,"NO: 7 & 9, JALAN PINGGIRAN PUTRA 4A/4 DESA PINGGIRAN PUTRA SG MERAB 43000 KAJANG SELANGOR",SELANGOR
PASARAYA SINAR MEGA,"8920, 8921, 8922, 8923 BANDAR MARANG 21600 MARANG TERENGGANU",TERENGGANU
99 SPEEDMART SDN BHD (TMN SURIA INDAH) - 2174,"NO: 5 & 7 (GROUND FLOOR), JALAN INDAH 1 TAMAN SURIA INDAH 86000 KLUANG JOHOR",JOHOR
99 SPEEDMART SDN BHD (KOTA BAYU EMAS1) - 1584,"NO: 14-1 & 16-1 , JALAN BAYU IMPIAN 10/KS 9, KOTA BAYU EMAS, PANDAMAR, 41200 PELABUHAN KLANG SELANGOR",SELANGOR
WLS ENTERPRISE SDN BHD - KR,"PT 378, KEDAI KETEREH 16450 KETEREH KELANTAN",KELANTAN
CHEN SIANG ECONOMY MARKET,NO.34 DEBAK BAZAAR 95500 BETONG SARAWAK,SARAWAK
MYDIN MUTIARA RINI,LOT PTD 181611 MUKIM PULAI 81300 JOHOR BAHRU JOHOR,JOHOR
SUPER NYAN NYAN MINI MARKET (PASAR MINI SUPER NYAN NYAN MINI MARKET),"NO. 1, JALAN HARMONI PUSAT BANDAR 34300 BAGAN SERAI PERAK",PERAK
BATARAS FRESH MART INANAM,"LOT 17, GROUND FLOOR, MILE 6, TUARAN ROAD INANAM NEW TOWNSHIP 88450 KOTA KINABALU SABAH",SABAH
FAIZAH MIZI ENTERPRISE,"NO.7B KEDAI DONG, PEKAN RAUB 27600 RAUB PAHANG",PAHANG
AZ MINI MART (PULAU MUSANG),"LOT 1009B, KAMPUNG BUKIT KUBANG JAMBU, JALAN PULAU MUSANG 20050 KUALA TERENGGANU TERENGGANU",TERENGGANU
99 SPEEDMART SDN BHD (PEKAN GADEK) - 1765,"NO: GD 855 & GD 856, JALAN SERI PULASAN TAMAN SERI PULASAN, GADEK 78000 ALOR GAJAH MELAKA",MELAKA
TF VALUE-MART SDN BHD (JERANTUT),LOT 7801-7811 & LOT 7816 - 7826 BANDAR INDERAPURA 27000 JERANTUT PAHANG,PAHANG
CHOP MIN SENG,"NO. 31 MARUDI BAZAAR, MARUDI BARAM 98050 MARUDI SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN DENGKIL JAYA) - 2269,"NO: 39 & 41 (GROUND FLOOR), JALAN KENANGA 2, TAMAN DENGKIL JAYA, 43800 DENGKIL SELANGOR",SELANGOR
PASARAYA WORLDCOME G-MART (TANJUNG AGAS),"NO. 2 & 3 JALAN MERAK KG KENANGAN TUN SYED NASIR, TANJUNG AGAS 84000 MUAR JOHOR",JOHOR
99 SPEEDMART SDN BHD (BANDAR WARISAN PUTERI) - 2991,NO :1793 & 1794 (GROUND FLOOR) JALAN WARISAN PUTRI A62 BANDAR WARISAN PUTERI 70400 SEREMBAN NEGERI SEMBILAN,NEGERI SEMBILAN
RESTU FRESH MART - PPRA,"RESTU FRESH MART GROUND FLOOR, LOT 18, SEDCO KUNDASANG SHOPHOSES, PHASE II, PEKAN KUNDASANG, 89300 RANAU, SABAH 89300 RANAU SABAH",SABAH
PASARAYA ECONO (KAMUNTING),"47,49 & 51,JALAN MEDAN KAMUNTING 1,MEDAN KAMUNTING,34600 KAMUNTING,PERAK 34600 KAMUNTING PERAK",PERAK
MELIGAI MINI MARKET - SELANGAU,"LOT 459, 460, 461, JALAN PASAR BARU SELANGAU 96000 SELANGAU SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN SERI BEDENA) - 2355,"NO: PT 6803 & 6804 (GROUND FLOOR), JALAN BEDENA 1, TAMAN SERI BEDENA, 45300 SUNGAI BESAR SELANGOR",SELANGOR
PASARAYA BERKAT YUSRI (BESUT),"LOT 467, SIMPANG EMPAT JALAN TEMBILA, KAMPUNG RAJA 22200 BESUT TERENGGANU",TERENGGANU
TUNAS MANJA SUPERMARKET SDN BHD (RAUB),LOT 16773 MUKIM GALI RAUB 27600 RAUB PAHANG,PAHANG
TF VALUE-MART SDN BHD (IPOH TAMBUN),"NO. 2, JALAN SCI 2/2 BANDAR SUNWAY IPOH 31150 ULU KINTA PERAK",PERAK
ECONSAVE CASH & CARRY (TT) SDN BHD (TITI),"NO. 1-8, JALAN MERBAU 1 TAMAN MERBAU 71650 TITI NEGERI SEMBILAN",NEGERI SEMBILAN
BILLION MART (TANJUNG CHAT) SDN BHD - BACHOK,"NO.463-467, BANDAR BACHOK 16300 BACHOK KELANTAN",KELANTAN
PASARAYA MINAT (KAMPAR) SDN BHD,25-29 JALAN BALAI 31900 KAMPAR PERAK,PERAK
MYDIN BAZAR MELAKA,"1ST FLOOR, BAZAAR MELAKA SENTRAL JALAN TUN ABDUL RAZAK 75400 KAMPONG TENGAH MELAKA",MELAKA
WLS ENTERPRISE SDN BHD - TPN,"PT 3863,3867 JALAN SETIA 5,BANDAR BARU TUMPAT 16200 TUMPAT KELANTAN",KELANTAN
KIM HOCK SUPERMARKET (MUKAH) SDN BHD,"SUBLOTS 1 TO 10, BLOCK F LOT 613, BLOCK 76 MUKAH LAND DISTRICT 96400 MUKAH SARAWAK",SARAWAK
SERVAY EVERGREEN - SHPP,"LOT 57, PAPAR SQUARE, KG.LINGAN, JALAN PAPAR SPUR 89600 PAPAR SABAH",SABAH
ECONSAVE CASH & CARRY (KK) SDN BHD (KUBANG KERIAN),"S/54, LOT PT 1640 & PT 1685, JALAN RAJA PEREMPUAN ZAINAB II 16150 KOTA BAHRU KELANTAN",KELANTAN
MEGAMART SDN BHD (BUKIT PASIR),"NO 2,2-1,6,8 JALAN PERDAGANGAN PUSAT PERDAGANGAN BUKIT PASIR 84300 MUAR JOHOR",JOHOR
SERVAY EXPRESS - SEKV,"114, JALAN PENAMPANG TAMBUNAN KAMPUNG KIVATU 89500 PENAMPANG SABAH",SABAH
NAHMEE TRADING (M) SDN BHD - KOTA SENTOSA,"GR, FL, SL 5-6 BLOCK 18, JALAN TAPANG KOTA SENTOSA, COMM CENTRE 93250 KUCHING SARAWAK",SARAWAK
SERVAY EXPRESS - SEMB,"KG RAGANAN, JALAN TIMBOK 89200 TUARAN SABAH",SABAH
BEST FRESH MART SDN BHD - KAPAR,"NO. 2, 4, 6, 8, 12, 8 & 16 JALAN DATO' KAYA KECIL, 5AK/KU13 PEKAN KAPAR 42200 KAPAR SELANGOR",SELANGOR
CEMPAKA SPEED MART,"NO. 2535 GROUND FLOOR JALAN TD/2, TAMAN DELIMA 71200 RANTAU NEGERI SEMBILAN",NEGERI SEMBILAN
HUI HUANG SUPERMARKET SDN BHD,"LOT 2625, 2626, 2627, 2628 & 2629, GROUND FLOOR, JALAN GAYA 98850 LAWAS SABAH",SABAH
TMG MART JEMPOL SDN BHD (CENTRAL),NO.329 JALAN SERTING UTAMA PUSAT PERNIAGAAN SERTING UTAMA 72120 BANDAR SERI JEMPOL NEGERI SEMBILAN,NEGERI SEMBILAN
DMART SEGI FELDA GUNUNG BESOUT 1,FELDA GUNUNG BESOUT 01 SUNGKAI 35600 SUNGKAI PERAK,PERAK
KING SEN - DEBAK,"NO. 36, DEBAK BAZAAR 95500 DEBAK SARAWAK",SARAWAK
BATARAS SUPERSTORE KUDAT SIKUATI,"LOT 2-6,TAMAN SIKUATI 89057 KUDAT SABAH",SABAH
99 SPEEDMART SDN BHD (TAMAN MUTIARA DESARU) - 2645,NO 35&36 (GF) JALAN DATO' JAAFAR 24 TAMAN MUTIARA DESARU 81930 BANDAR PENAWAR JOHOR,JOHOR
99 SPEEDMART SDN BHD (TAMAN RENGIT BAHAGIA) - 2069,NO : 6 & 7 (GROUND FLOOR) JALAN RENGIT BAHAGIA TAMAN RENGIT BAHAGIA 83100 RENGIT JOHOR,JOHOR
Y.E TRADING,"KG SUMBILINGON, P/S 206 89108 KOTA MARUDU 89108 KOTA MARUDU SABAH",SABAH
TARGET SUPERMARKET SDN BHD (SIMPANG RENGGAM),"KOMPLEKS SIMPANG RENGGAM PTD 6862, JALAN BESAR 86200 SIMPANG RENGGAM JOHOR",JOHOR
99 SPEEDMART SDN BHD (SEKINCHAN 2) - 1537,"NO: 32 & 32 A, JALAN INDAH 2/1, TAMAN INDAH 2, 45400 SEKINCHAN SELANGOR",SELANGOR
ECO-SHOP BATU 10,"THE SOLARIES, 10TH MILES BAZAAR GL, FL SL 9, LT 480 JALAN PENRISSEN 93350 KUCHING SARAWAK",SARAWAK
PASAR RAYA AA TEGUH (TB),LOT 1139B KG BARU TIKAM BATU 08600 SUNGAI PETANI KEDAH,KEDAH
SERVAY EVERGREEN SDN BHD - SHIN,"EG MALL INANAM , GOLDEN HILL COMMERCIAL PARK LOT 11-20, KM 7.5, JALAN TUARAN 88450 INANAM SABAH",SABAH
RIANXENG TRADING SDN BHD (TMN NIRA),"NO. 2, JALAN DEDARU, TAMAN NIRA 83000 BATU PAHAT JOHOR",JOHOR
SING SING SHOPPING CENTRE (2012),"NO 82, JALAN PENGHULU GERINANG, 96800 KAPIT 96800 KAPIT SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN SIERRA PERDANA 2) - 3013,"NO : 35 & 37 (GROUND FLOOR), JALAN SIERRA PERDANA 6/3 TAMAN SIERRA PERDANA KAMPUNG MASJID LAMA 81750 MASAI JOHOR",JOHOR
ECONSAVE CASH & CARRY (SE) SDN BHD (ALAM MEGAH),"NO. 2A, 6, 8, 10, 12, 12A, 16, JALAN TELUK KAPAS N27/N SENTRAL 27, SEKSYEN 27 40470 SHAH ALAM SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (KIMANIS CENTRO) - SBH 14016,LOT 11 GROUND FLOOR KIMANIS CENTRO 89600 KIMANIS SABAH,SABAH
TMG EXPRESS 3000 SDN BHD (MAHKOTA VALLEY),"B90-B92, MAHKOTA VALLEY JALAN INDERA MAHKOTA 9/3, BANDAR INDERA MAHKOTA 9 25200 KUANTAN PAHANG",PAHANG
TUNAS MANJA SUPERMARKET SDN BHD (TANJUNG MALIM),"PLAZA, 21, JALAN LOKE YEW 35900 TANJUNG MALIM PERAK",PERAK
KUKUP GUAN SENG SDN.BHD. (HQ),"LOT. 1937, JALAN KUKUP LAUT KUKUP JOHOR DARUL TAKZIM 82300 PONTIAN JOHOR",JOHOR
PASARAYA ECO JIMAT,"NO. 381, 383, 385, 387, 389, JALAN BUKIT KETERI TAMAN EMAS 02400 BESERI PERLIS",PERLIS
TAQWA MART,NO 55&58 JALAN BESAR 34800 TRONG PERAK,PERAK
TUNAS MANJA SDN BHD (JERANTUT BANDAR BARU),"LOT 11, GROUND FLOOR, BANDAR BARU JERANTUT 27000 JERANTUT PAHANG",PAHANG
PK MART,NO.19 PAKAN BAZAAR PAKAN 96510 PAKAN SARAWAK,SARAWAK
BATARAS HYPERMARKET FLOATING,"BATU 3, JALAN BUBUL BANGUNAN SIM SENG LEE 91307 SEMPORNA SABAH",SABAH
B24-PASARAYA SAVE-CHEPOR,"NO 25, JALAN PERSIARAN CHEPOR 1 TAMAN MAS JALAN JELAPANG 31200 CHEMOR PERAK",PERAK
MY MINIMARKET SDN BHD (SAGIL TANGKAK),"NO 11, JALAN PUTRA 3, TAMAN PUTRA, SAGIL 84020 TANGKAK JOHOR",JOHOR
BIG SUPERMART SDN BHD (SHAH ALAM SEK 26),"NO 38, JALAN 26/9, SEKSYEN 26 40400 SHAH ALAM SELANGOR",SELANGOR
BORONG KING,"LOT 458, KAMPUNG SEMUNIN CINA 94500 LUNDU SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN PONTIAN JAYA) - 2431,"NO: 50 & 51 (GROUND FLOOR), JALAN JAYA 4 TAMAN PONTIAN JAYA 82000 PONTIAN JOHOR",JOHOR
BATARAS HYPERMARKET SEMPORNA,"LOT 1, WISMA YCL,SEMPORNA SEAFRONT NEW TOWNSHIP JALAN KASTAM 91307 SEMPORNA SABAH",SABAH
PANTAI SELAMAT PERAMU SDN BHD,"LOT 414, KAWASAN PERINDUSTRIAN PERAMU, 26600 PEKAN PAHANG",PAHANG
DMART SEGI GEDANGSA,KAWASAN PERNIAGAAN PEKAN GEDANGSA 44020 KUALA KUBU BHARU SELANGOR,SELANGOR
FRESH N CONVENIENT RETAIL (MERLIMAU) SDN BHD,"JB 7000-7004, TAMAN MEWAH JALAN JASIN 77000 JASIN MELAKA",MELAKA
SALAMKU SERING,LOT 12081 - 12085 JALAN PULAU MELAKA SERING 16150 KOTA BHARU KELANTAN,KELANTAN
99 SPEEDMART SDN BHD (MATUNGGONG KUDAT) - SBH 20418,"LOT 1 & 2 KAMPUNG SUMANGKAP JALAN SAPI-NANGOH, KM 42 89050 MATUNGGONG SABAH",SABAH
PASARAYA GRAND UNION,"NO 1,JLN KAMUNTING SEKSYEN BB6 BANDAR BUKIT BERUNTUNG 48300 RAWANG SELANGOR",SELANGOR
ECO-SHOP KUCHING - SENTRAL,LOT 300 (2ND FLR) KUCHING SENTRAL 6TH MILES JALAN PENRISSEN 93250 KUCHING SARAWAK,SARAWAK
NSK TRADE CITY (PANDAN) SDN BHD,"LOT. 138, BATU 7 1/2, JALAN KOTA TINGGI, PANDAN, 81100 JOHOR BAHRU JOHOR",JOHOR
THE STORE (TELUK INTAN),775 JLN AH CHEONG PEKAN TELUK INTAN 36000 TELUK INTAN PERAK,PERAK
PASARAYA MASS SDN BHD,"NO. 3A & 3B LOT 3551 JALAN GERAM PAGOH 84600 PAGOH, MUAR JOHOR",JOHOR
PASARAYA ZEN VISTA - TELUK AYER TAWAR,"NO 1649-1653 JLN TELOK AIR TAWAR,TMN AIR TAWAR INDAH,13050 BUTTERWORTH,PENANG 13050 BUTTERWORTH PENANG",PENANG
EMART (BINTULU) SDN BHD,"SURVEY LOT 8588-8605 OF LOT 8534 , BLOCK 31, KEMENA LAND DISTRICT JALAN RAKAWI YUSOF 97000 BINTULU SARAWAK",SARAWAK
TARGET SUPERMARKET SDN BHD (PONTIAN),"NO 7, JALAN EMAS 4 PUSAT PERNIAGAAN KOTA EMAS 82000 PONTIAN JOHOR",JOHOR
TAI YANG SUPERMARKET SDN BHD,"TB 352-354, BLOCK B, LOT 8-10, WAREHOUSE LOCKED BAG NO. 23, BANDAR SABINDO COMMERCIAL, 91009 TAWAU, SABAH 91009 TAWAU, , 91000 TAWAU SABAH",SABAH
99 SPEEDMART SDN BHD (SPRINGHILL 1) - 1717,NO 48 JALAN SPRINGHILL 9/1 BANDAR SPRINGHILL 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN
ECONSAVE CASH & CARRY (SB) SDN BHD (SG BULOH),2-20 JALAN LITER C U19/1C SEKSYEN U19 40160 SUNGAI BULOH SELANGOR,SELANGOR
GT MART AMAN PERDANA,NO. 59 & 61 JALAN AMAN PERDANA 10C/KU5 TAMAN AMAN PERDANA 41050 KLANG SELANGOR,SELANGOR
AGROBAZAAR - SYED ADNAN,"NO. 21, KG. LUBOK CEMPEDAK, PULAU TUBA, MK KUAH, 07000 LANGKAWI, KEDAH 07000 LANGKAWI KEDAH",KEDAH
PASARAYA ECONO TAMAN RIA,"SPARK, P-01, LORONG 4 TAMAN RIA 08000 SUNGAI PETANI KEDAH",KEDAH
THE STORE (SG BULOH),"KOMPLEK SUNGAI BULOH, NO 2 BANDAR BARU SG BULOH, SEKSYEN U20 47000 SUNGAI BULOH SELANGOR",SELANGOR
KK SUPER MART (PANTAI REMIS TAMAN PANTAI),"NO.10, JALAN SUNGAI BATU, TAMAN PANTAI 34900 PANTAI REMIS PERAK",PERAK
XIRI (K.BERANG) JALAN PETANI,"104-106, JALAN PETANI 21700 KUALA TERENGGANU TERENGGANU",TERENGGANU
SULIANA SHOP ENTERPRISE,"C4 RUMAH KEDAI, DARAT PAKCHAN 21600 MARANG TERENGGANU",TERENGGANU
FRESH 365 - TAMAN LEMBAH MERBOK,"16B & 17B, JALAN LEMBAH MERBOK 1, TAMAN LEMBAH MERBOK, 08400 MERBOK, KEDAH 08400 MERBOK KEDAH",KEDAH
HAPPY MART,SUBLOT NO 187 DARO BAZAAR 96200 DARO 96200 DARO SARAWAK,SARAWAK
GIANT SUPERMARKET (KELANA JAYA),"NO. 2 - 8, SS 6/3 PUSAT BANDAR KELANA JAYA 47301 PETALING JAYA SELANGOR",SELANGOR
KK SUPER MART (KUCHING CITY MALL),"ROUND FLOOR, LOT 5503 (SL.7), KUCHING CITY MALL PH.5, PENRISSEN/STEPHEN YONG LINK ROAD 93250 KUCHING SARAWAK",SARAWAK
ECONSAVE CASH & CARRY (PCM) SDN BHD (KIPMALL DESA COALFIELDS),"LOT NO. LG01 (KIPMALL DESA COALFIELDS) PT 10629, JALAN DC 4/5, DESA COALFIELDS 47000 SUNGAI BULOH SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TAMAN BINTANG RIA) - 2082,NO: 85 (GROUND FLOOR) JALAN BINTANG RIA 3 TAMAN BINTANG RIA 86200 SIMPANG RENGGAM JOHOR,JOHOR
GOLDEN DRAGON CITY PAPAR,"LOT 1-10,BLOCK A2,GROUND FLOOR & 1 FLOOR,JALAN PAPAR JALAN PAPAR BARU,BENONI CENTRE 89600 PAPAR SABAH",SABAH
MU CITY FRESHMART 2,LOT 4 BLOK 46 TINGKAT BAWAH JALAN SEKOLAH BANDAR SANDAKAN 90000 SANDAKAN SABAH,SABAH
99 SPEEDMART SDN BHD (TMN MAJU INDAH) - 2265,"NO: 1 & 2 (GROUND FLOOR), LORONG MAJU INDAH 1, TAMAN MAJU INDAH, 27600 RAUB PAHANG",PAHANG
NFS AMG - ARAU,"NO. 39, BATU 1/2, DEPAN KILANG,JALAN PAUH, 02600 ARAU,PERLIS 02600 ARAU PERLIS",PERLIS
99 SPEEDMART SDN BHD (KOMPLEKS PERNIAGAAN WAWASAN) - 3206,"NO: 43 & 45 (GROUND FLOOR), KOMPLEKS PERNIAGAAN WAWASAN TAMAN WAWASAN 06800 KOTA SARANG SEMUT KEDAH",KEDAH
MASLEE EXPRESS SDN BHD (TERATAI (TR)),"49 - 65, JALAN ENAU 9, TAMAN TERATAI, 81300 SKUDAI, JOHOR 81300 SKUDAI JOHOR",JOHOR
NIKMART FRESH,"PT 1420, KAMPUNG KIJANG, JALAN PANTAI CAHAYA BULAN 553010677494 15350 KOTA BHARU KELANTAN",KELANTAN
HARI2 SUPERMART (TAMAN CENDANA),NO. 3 & 5 JL. CENDANA 9/1 TAMAN CENDANA 81700 PASIR GUDANG JOHOR,JOHOR
KK SUPER MART (SUNGAI JELOK),"17-1, JALAN PUSAT PERNIAGAAN 1, PUSAT PERNIAGAAN SG. JELOK 43000 KAJANG SELANGOR",SELANGOR
MY MIX MART SDN. BHD. (TMN RINTING),"NO 10 & 12, JALAN SENA 9, TAMAN RINTING 81750 MASAI JOHOR",JOHOR
AEON BIG (BATU PAHAT),NO 1B JALAN PERSIARAN FLORA UTAMA TAMAN FLORA UTAMA 83000 BATU PAHAT JOHOR,JOHOR
"99 SPEEDMART SDN BHD (TMN UNGKU TUN AMINAH, 5 ) - 2820","NO: 18 & 20 (GROUND FLOOR), JALAN TEMENGGONG 11, TAMAN UNGKU TUN AMINAH, 81300 SKUDAI JOHOR",JOHOR
GIANT HYPERMARKET (SERI KEMBANGAN),"JALAN PUTRA PERMAI, BANDAR PUTRA PERMAI, 43300 SERI KEMBANGAN SELANGOR",SELANGOR
SUPER SEVEN CASH & CARRY SDN BHD (PUNCAK ALAM),"NO. 5, 7, 9, 11, 13, 15 & 17 (GROUND & 1ST FLOOR), JALAN MAPEL 7 /1, BANDAR HILLPARK PUNCAK ALAM 42300 PUNCAK ALAM SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN PERPADUAN) - 2421,"NO: 19 & 21 (GROUND FLOOR), JALAN PERPADUAN 1/1, TAMAN PERPADUAN, 45200 SABAK BERNAM SELANGOR",SELANGOR
FAMILY W GROCER (MALUDAM) SDN BHD,"GROUND FLOOR, SUBLOT 12 TO 16 OF PARENT LOTS1171 & 1174 BLOCK 1, TRISO LAND DISTRICT, MALUDAM 94950 PUSA SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (PEKAN JUASSEH) - 1700,NO: 30 & 31 JALAN BIRU TMN PELANGI 72500 JUASSEH NEGERI SEMBILAN,NEGERI SEMBILAN
KEDAI RUNCIT SILATURAHIM,"NO. 3, LORONG SS1, TAMAN SIMPANG SETIA 34000 TAIPING PERAK",PERAK
LEPAPA SUPERMARKET THE GLEN,"GROUND FLOOR OF BLOCK OF PARENT LOT 121,BLOCK 218 KUCHING NORTH LAND DISTRICT 93250 KUCHING SARAWAK",SARAWAK
DOREMART SRI AMAN NEW TOWN,"BLOCK C, LOT 1660 BLOCK 2, SIMANGGANG TOWN DISTRICT 95000 SRI AMAN SARAWAK",SARAWAK
MEGAMART SDN BHD (MERLIMAU),"JC 3795, 3796, 3797 JALAN MUHIBBAH UTAMA 2/1 TAMAN MUHIBBAH UTAMA 2 77300 MERLIMAU MELAKA",MELAKA
KEDAI BERKAT PIDA TIGA,LOT 586 PIDA 3 MUKIM TUNJANG 06000 JITRA KEDAH,KEDAH
DOREMART SARIKEI PASAR BORONG,"LOT 634, BLOCK 36, SARIKEI LAND DISTRICT 96100 SARIKEI SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TAMAN PESERAI CERIA) - 2085,"NO: 1 (GROUND FLOOR) JALAN PESERAI CERIA 1 TAMAN PESERAI CERIA, JALAN MUAR 83000 BATU PAHAT JOHOR",JOHOR
SERVAY EXPRESS SDN BHD - ESSB,"LOT 85&86, TAMAN SIBUGA JALAN SIBUGA 5 90000 SANDAKAN SABAH",SABAH
SABASUN HYPERRUNCIT SDN BHD (BUKIT KECIL),"1125, JALAN BUKIT KECIL, 21100 KUALA TERENGGANU TERENGGANU",TERENGGANU
99 SPEEDMART SDN BHD (TMN VISTA KIRANA) - 1697,"NO: 28, JLN KOMPLEKS NIAGA VISTA KIRANA 1 TMN VISTA KIRANA, AYER KEROH 75450 HANG TUAH JAYA MELAKA",MELAKA
PACIFIC GROCER & DEPARTMENT STORE (TAIPING MALL),"JALAN TUPAI, 34000 TAIPING PERAK",PERAK
KG NESH ENTERPRISE,"BATU 19, JALAN CAMERON HIGHLANDS 35000 TAPAH PERAK",PERAK
99 SPEEDMART SDN BHD (TMN SERI BETAK) - 2395,"NO: 2 & 3 (GROUND FLOOR), JALAN SERI BETAK 1 TAMAN SERI BETAK BENUT 82200 PONTIAN JOHOR",JOHOR
99 SPEEDMART SDN BHD (TAMAN BUNGA CEMPAKA) - 1826,NO: 41 & 42 JALAN BUNGA CEMPAKA 1 TAMAN BUNGA CEMPAKA 84410 SEROM JOHOR,JOHOR
ECO-SHOP POKOK SENA,"NO.5, TAMAN AKASIA, 06400 POKOK SENA. 06400 POKOK SENA KEDAH",KEDAH
