Store,Address,State,Latitude,Longitude
ECONO JAYA TAMAN SERAI WANGI,"NO.2262,2263 & 2264,JALAN SERAI WANGI 10 TAMAN SERAI WANGI 09400 PADANG SERAI KEDAH",KEDAH,5.5151963,100.5368393
SUNSHINE BERTAM,NO.1 PERSIARAN DAGANGAN PUSAT BANDAR BERTAM PERDANA KEPALA BATAS 13200 KEPALA BATAS PENANG,PENANG,5.5157608,100.4482667
LOTUSS (BERTAM PERDANA),"NO. 2258, PERSIARAN DAGANGAN 1 PUSAT BANDAR BERTAM PERDANA KEPALA BATAS 13200 SEBERANG PERAI UTARA PENANG",PENANG,5.5157608,100.4482667
99 SPEEDMART SDN BHD (TMN SERAI WANGI)-2700,NO: 1369 (GROUND FLOOR) LORONG SERAI WANGI 14/6 TAMAN SERAI WANGI 09400 PADANG SERAI KEDAH,KEDAH,5.5164061,100.5400327
ZUA HYPERUNCIT,"ZUA HYPERUNCIT LOT 50038, SUNGAI TAROM BANDAR PERMAISURI 22100 SETIU TERENGGANU",TERENGGANU,5.5164804,102.756873
MYDIN WHOLESALE HYPERMARKET BERTAM,"NO. 2243, JALAN TUN HAMDAN, SYEIKH TAHIR BANDAR PUTRA BERTAM, 13200 KEPALA BATAS PENANG",PENANG,5.517202,100.4370743
PASAR RAYA AA TEGUH (TB),LOT 1139B KG BARU TIKAM BATU 08600 SUNGAI PETANI KEDAH,KEDAH,5.517745,100.425814
PASARAYA ECONO TIKAM BATU,"NO.124, JALAN KOTA KUALA MUDA TIKAM BATU 08600 SUNGAI PETANI PENANG",PENANG,5.517745,100.425814
PKT SETIU,HSM 1372-1374 WISMA KPDS BANDAR PERMAISURI 22100 BANDAR PERMAISURI TERENGGANU,TERENGGANU,5.519065,102.7463692
C-MART 7 SDN BHD (PADANG SERAI),PT 5878 LORONG SERAI WANGI 4/10 TAMAN SERAI WANGI 09400 PADANG SERAI KEDAH,KEDAH,5.5195616,100.5431547
99 SPEEDMART SDN BHD (KG BINSULOK) - SBH 28622,"NT. 173079966 KG. BINSULOK, JALAN KUALA PENYU GROUND FLOOR, M PLAZA 89727 MEMBAKUT SABAH",SABAH,5.5257864,115.6961447
YUNG SIANG ENTERPRISE SDN BHD,"NT 177, KG LAMPIJAS, PETI SURAT 38 89727 MEMBAKUT 89727 MEMBAKUT SABAH",SABAH,5.5264766,115.6966003
99 SPEEDMART SDN BHD (KG PIMPING) - SBH 21719,"LOT 2, NT. 173169956 KAMPUNG PIMPING GROUND FLOOR, M PLAZA 89720 MEMBAKUT SABAH",SABAH,5.5264766,115.6966003
GUAN WENG HUAT ENTERPRISE (HQ) SDN BHD (LANGKAP),"NO. 1, LORONG 1, TAMAN DAHLIA TAMAN DAHLIA, JALAN KAMPAR 36700 LANGKAP PERAK",PERAK,5.5298754,100.4331127
MAMA MIRAH RESOURCES,"LOT 80548, KAMPUNG SAUJANA, BANDAR PERMAISURI, 22100 PERMAISURI TERENGGANU",TERENGGANU,5.5302863,102.7308954
PASARAYA ECONJAYA (KUALA KRAI),LOT 126 - 131 JALAN CHIN HWA 18000 KUALA KRAI KELANTAN,KELANTAN,5.5309429,102.2009173
99 SPEEDMART SDN BHD (KAMPUNG KIKANSA) - SBH 20318,NT 554 KAMPUNG KI KANSA JALAN KUALA PENYU TAMU KAYUL 89740 KUALA PENYU SABAH,SABAH,5.5327179,115.5771159
PASAR RAYA AA TEGUH (BT),"NO 16,18,20,22 & 24 LORONG PANGLIMA 4 BERTAM PERDANA 3 13200 KEPALA BATAS PENANG",PENANG,5.5335311,100.4669174
SYUHADA F&B (KUALA KRAI),PT 629 GUCHIL 5 18000 KUALA KRAI KELANTAN,KELANTAN,5.5336003,102.2108659
PASARAYA PANTAI TIMOR (PASIR MAS) SDN BHD - KUALA KRAI,"LOT PT 5474-PT 5488, JALAN LKS 18000 KUALA KERAI KELANTAN",KELANTAN,5.5375204,102.2083012
FUNG MING MARKET (KINABATANGAN) SDN BHD,"BLOK C, LOT 1,2,3,4, 90200 KOTA KINABATANGAN 90200 KOTA KINABATANGAN SABAH",SABAH,5.5409562,118.2860375
G-MART SG SDN BHD - KG. PARIS,"LOT 4,5,6,7,8&9 BLOK B, BANGUNAN KEDAI PARIS 3 KINABATANGAN 90200 KOTA KINABATANGAN SABAH",SABAH,5.5409562,118.2860375
SERVAY EVERGREEN SDN BHD - SJKT,"LORONG2, BUKIT GARAM POINT 90200 KINABATANGAN SABAH",SABAH,5.5435555,117.8328965
EMAN GROCER,"LOT 2279, HADAPAN MASJID KG KENOR 18000 KUALA KRAI KELANTAN",KELANTAN,5.5476887,102.2332518
MOHD TARMIZI BIN MOHD NOOR,KAMPUNG KEMUBU 18000 KUALA KRAI KELANTAN,KELANTAN,5.5476887,102.2332518
MESRA SHAHZ TRADING,"NO. 9,10 & 11 BAWAH PERKEDAIAN BULUH PERINDU BANDAR PERMAISURI 22100 SETIU TERENGGANU",TERENGGANU,5.5483214,102.7458317
99 SPEEDMART SDN BHD (KG TEBABAR) - SBH 27421,NT 023007872 KAMPUNG TEBABAR JALAN PADAWAN BIAU 89600 PAPAR SABAH,SABAH,5.554729,115.8516603
SYARIKAT PERNIAGAAN GOMANTONG JAYA,"KG GOMANTONG JAYA, 90200 KOTA KINABATANGAN KOTA KINABATANGAN 90200 KOTA KINABATANGAN SABAH",SABAH,5.5583964,118.0712247
99 SPEEDMART SDN BHD (TAMBUNAN TOWN) - SBH 16417,"LOT NO. 4 & 5, BLOCK F TAMBUNAN NEW TOWNSHIP PHASE IV 89650 TAMBUNAN SABAH",SABAH,5.5591583,116.2777073
G-MART SG SDN BHD - KG. SENSURON TAMBUNAN,SHOP LOTS ON NATIVE TITTLE NO. NT.143008888 LOCATED AT KAMPUNG SENSURON IN THE DISTRICT OF TAMBUNAN 89650 TAMBUNAN SABAH,SABAH,5.5591583,116.2777073
SAMA MAJU TRADING 2,"KG SUNGAI LABUAN, NT, 183318112 89747, KUALA PENYU 89747 KUALA PENYU SABAH",SABAH,5.5652175,115.5909123
99 SPEEDMART SDN BHD (KUALA PENYU TOWN) - SBH 22519,KEDAI LOT NO 14 (BAWAH) JALAN PEKAN KUALA PENYU PEKAN KUALA PENYU 89740 KUALA PENYU SABAH,SABAH,5.5703212,115.5982386
ALIYAH TRADING,LOT KEDAI 2 & 3 KG. PARIS 3 90200 KOTA KINABATANGAN SABAH,SABAH,5.5755682,117.8507658
ECONO JAYA (TAMAN PENAGA),"NO.1, 3 & 5, JALAN SERI MUDA PUSAT PERNIAGAAN SERI MUDA 13100 PENAGA PENANG",PENANG,5.5806503,100.462491
HENG MOH MINI MARKET,"NO. 49, JALAN SUNGAI EMAS, 08500 KOTA KUALA MUDA 08500 KOTA KUALA MUDA KEDAH",KEDAH,5.5858244,100.4396673
AA MY GENERATION LEGACY,"NO.64 NO.64 KAMPUNG BUKIT JERING, KUALA BALAH 17600 JELI KELANTAN",KELANTAN,5.586125,101.8834522
MYDIN SEJATI UJANA,"L.12693 & PL.076144020 LOT 3A, SEJATI COMMERCIAL, BATU 7 JALAN LAPANGAN TERBANG 90000 SANDAKAN SABAH",SABAH,5.5865619,118.0186087
99 SPEEDMART SDN BHD (TMN SHEIKH FADZIR) - 3348,"NO: 7 (GROUND FLOOR), TAMAN SHEIKH FADZIR JALAN KUALA KEDAH 09310 TAWAR KEDAH",KEDAH,5.587884,100.749265
MESRA HYPERUNCIT SDN BHD (TASEK),"PT10032, SUNGAI ARA MUKIM TASEK, SETIU 22100 PERMAISURI TERENGGANU",TERENGGANU,5.5906983,102.7771772
99 SPEEDMART SDN BHD (TMN SERI JENARIS) - 3135,"NO: 49 & 50 (GROUND FLOOR), JALAN SERI JENARIS 1 TAMAN SERI JENARIS 08500 TIKAM BATU KEDAH",KEDAH,5.5918073,100.4493309
PASARAYA SUPERMAS (KUALA KETIL),"GM 1956, LOT 68 MUKIM TAWAR 09300 KUALA KETIL KEDAH",KEDAH,5.5949723,100.652538
99 SPEEDMART SDN BHD (TMN SIDAM KIRI)-3065,NO: 9 & 10 (GROUND FLOOR) JALAN SIDAM KIRI 1 TAMAN SIDAM KIRI 08000 SUNGAI PETANI KEDAH,KEDAH,5.5995818,100.5733288
ECONO JAYA (KUALA KETIL),"NO.248, 249 & 250 PERSIARAN BIDARA 1 TAMAN DESA BIDARA 09300 KUALA KETIL KEDAH",KEDAH,5.6005748,100.65403
99 SPEEDMART SDN BHD (TMN SRI GEDONG)-2838,NO: 2 & 3 (GROUND FLOOR) JALAN SRI GEDONG 1 TAMAN SRI GEDONG 08000 SUNGAI PETANI KEDAH,KEDAH,5.6036969,100.4837862
G-MART SG SDN BHD - KUALA PENYU,"LOT 5, KP PLAZA, TOWN CENTRE 89709 KUALA PENYU SABAH",SABAH,5.6044902,115.6168855
ECO-SHOP SUNGAI PETANI,"LOT 1512, KG HAJI WAHAB, JALAN RIA JAYA, 08000 SUNGAI PETANI, KEDAH. 08000 SUNGAI PETAN KEDAH",KEDAH,5.6050904,100.5533913
LONGWAN GMART - SUNGAI PETANI,"PLOT 28, JALAN TUJUH, KAWASAN PERINDUSTRIAN BAKAR ARANG, 08000 SUNGAI PETANI, KEDAH. 08000 SUNGAI PETANI KEDAH",KEDAH,5.6050904,100.5533913
EDARAN MUTIARA KK SDN BHD (KUALA KETIL),12-16A JALAN BALING 09300 KUALA KETIL KEDAH,KEDAH,5.6051366,100.6609711
PASARAYA KAWAN KITA (KUALA KETIL),"NO 118-124 PERSIARAN KKCC 3, KUALA KETIL COMMERCIAL CENTRE, 09100 KUALA KETIL,KEDAH 09100 KUALA KETIL KEDAH",KEDAH,5.6055124,100.6409846
99 SPEEDMART SDN BHD (TMN SETIA)-2583,NO: 15-J & 15-K (GROUND FLOOR) JALAN BAKAR ARANG TAMAN SETIA 08000 SUNGAI PETANI KEDAH,KEDAH,5.6057584,100.4776202
PASAR RAYA AA TEGUH (BLG),"NO 3,4 & 5, KOMPLEKS SMART AUTO LOT 102, KG CHAROK BEMBAN MUKIM PULAI 09100 BALING KEDAH",KEDAH,5.6061448,100.8523167
ECONO JAYA BANDAR PUTERI JAYA,"NO.126,127 & 128,JALAN BANDAR PUTERI 1/2 BANDAR PUTERI JAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.609917,100.5353635
99 SPEEDMART SDN BHD (BDR PUTERI JAYA 1)-2941,NO: 201 & 202 (GROUND FLOOR) JALAN BANDAR PUTERI JAYA 1/2 BANDAR PUTERI JAYA 08000 SUNGAI PETANI KEDAH,KEDAH,5.610568,100.5352383
PASARAYA ECONO BANDAR PUTERI JAYA 3,"NO.96,GROUND FLOOR,JALAN BANDAR PUTERI 1/1 SEKSYEN 1, BANDAR PUTERI JAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6106233,100.535151
LOTUSS BANDAR PUTERI JAYA,"LOTUSS BANDAR PUTERI JAYA LOT 67404 JALAN KULAI KETIL, BANDAR PUTERI JAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6131862,100.533204
EVERWIN (SABAH) SDN BHD,"LOT 5-14, PAPAR COMMERCIAL CENTRE, PAPAR BEAUFORT HIGHWAY 89608 PAPAR SABAH",SABAH,5.6132867,115.8937703
ECONO JAYA HQ,"NO.92 & 93,JALAN PUTERI JAYA 1/1 BANDAR PUTERI JAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6142479,100.5336365
ECONO JAYA TAMAN KELADI,"NO.32,33,34 LORONG TEJA 10 TAMAN KELADI 08000 SUNGAI PETANI KEDAH",KEDAH,5.6148207,100.5038286
PASARAYA ECONO TAMAN KELADI 2,"LOT.54,55 & 56,LORONG TEJA 10,TAMAN KELADI 08000 SUNGAI PETANI KEDAH",KEDAH,5.6148218,100.5050905
99 SPEEDMART SDN BHD (TMN KELADI)-2750,NO 12 & 13 (GROUND FLOOR) LORONG TEJA 1 TAMAN KELADI 08000 SUNGAI PETANI KEDAH,KEDAH,5.6151128,100.5036529
SERVAY EXPRESS - SEKM,GRD FLR KIMANIS CENTRO JLN KIMANIS 88300 KIMANIS SABAH,SABAH,5.616386,115.936622
99 SPEEDMART SDN BHD (TMN SRI WANG)-2885,NO: 59 & 60 (GROUND FLOOR) LORONG 1/6 TAMAN SRI WANG 08000 SUNGAI PETANI KEDAH,KEDAH,5.6188784,100.4986596
SERVAY EXPRESS - SEMHL,"NOT 47 & 48, TAMAN OKK HJ MAHALI 89600 PAPAR SABAH",SABAH,5.6211616,115.9153396
G-MART BORNEO RETAIL SDN BHD - TELUPID,"LOT NO. 26, 27, 28 & 29, BANDAR TELUPID JAYA DISTRICT OF BELURAN 90100 TELUPID SABAH",SABAH,5.6231242,117.1268633
PASIR KELANG MINI MART,LOT 2494 KAMPUNG PASIR KELANG BARU 18000 KUALA KRAI KELANTAN,KELANTAN,5.6242241,102.1797418
ECONSAVE CASH & CARRY (BPJ) SDN BHD (PUTERI JAYA),LOT PT 47155 JALAN KUALA KETIL BANDAR PUTERI JAYA 08000 SUNGAI PETANI KEDAH,KEDAH,5.6248454,100.5340732
99 SPEEDMART SDN BHD (TELUPID TOWN) - SBH 22919,"BLOCK A, LOT 6B AND LOT 7 JALAN RANAU-SANDAKAN, TAMAN MOMOGUN PEKAN TELUPID 89100 BELURAN SABAH",SABAH,5.6261117,117.1323147
99 SPEEDMART SDN BHD (TMN ANGSANA)-2550,NO: 11 & 12 (GROUND FLOOR) JALAN ANGSANA 1 TAMAN ANGSANA 08000 SUNGAI PETANI KEDAH,KEDAH,5.6270586,100.5068248
C-MART - CENGAL BUSINESS CENTRE,"NO. 1, JALAN PPC 3, PUSAT PERNIAGAAN CENGAL, 08000 SUNGAI PETANI, KEDAH DARUL AMAN. 08000 SUNGAI PETANI KEDAH",KEDAH,5.6271083,100.5134728
NUR IHSAN TRADING,"LOT 2 & 4, BLOK B, BANGUNAN SEDCO PEKAN TELUPID 89320 TELUPID SABAH",SABAH,5.627233,117.127534
PASARAYA ECONO TAMAN RIA,"SPARK, P-01, LORONG 4 TAMAN RIA 08000 SUNGAI PETANI KEDAH",KEDAH,5.627897,100.4804287
ANZ SUPERMART,"ANZ SUPERMART KAMPUNG LEBUR, LEBUHRAYA KUALA KRAI, GUA MUSANG 18000 KUALA KRAI KELANTAN",KELANTAN,5.6282272,102.1262468
99 SPEEDMART SDN BHD (TMN SEJATI INDAH)-2563,NO: C-97 & C-98 (GROUND FLOOR) JALAN INDAH 2 TAMAN SEJATI INDAH 08000 SUNGAI PETANI KEDAH,KEDAH,5.6286637,100.5126191
ECONSAVE CASH & CARRY (TPJ) SDN BHD (PETANI JAYA),2-30 LORONG 16 TYCOON SQUARE TAMAN PETANI JAYA 08000 SUNGAI PETANI KEDAH,KEDAH,5.6295145,100.4901782
KHAIRUL RIZWAN TRADING,"JALAN GEREJA 89320 TELUPID, SABAH 89320 TELUPID SABAH",SABAH,5.6295194,117.133235
LOTUSS (SG PETANI SELATAN),"LOT 368, JALAN BAKAR ARANG 08000 SUNGAI PETANI KEDAH",KEDAH,5.6300915,100.4811524
99 SPEEDMART SDN BHD (JLN SEKERAT)-2666,NO: B-12 & B-13 (GROUND FLOOR) JALAN SEKERAT TAMAN SEJATI 08000 SUNGAI PETANI KEDAH,KEDAH,5.6304031,100.5373084
MYDIN HYPERMARKET TAMAN BATIK,"NO 1, JALAN BATIK 2/2A TAMAN BATIK 08000 SUNGAI PETANI KEDAH",KEDAH,5.6308143,100.5377573
TF VALUE MART (SUNGAI PETANI),JALAN LECONGAN BARAT SUNGAI PETANI TAMAN NUSA BESTARI 08000 SUNGAI PETANI KEDAH,KEDAH,5.6311197,100.463825
99 SPEEDMART SDN BHD (KIMANIS CENTRO) - SBH 14016,LOT 11 GROUND FLOOR KIMANIS CENTRO 89600 KIMANIS SABAH,SABAH,5.6314719,115.8981586
99 SPEEDMART SDN BHD (TMN BATIK)-2897,NO: 256 (GROUND FLOOR) JALAN BATIK 2/1 TAMAN BATIK 08000 SUNGAI PETANI KEDAH,KEDAH,5.6320701,100.5373233
BILLION SHOPPING CENTRE (SUNGAI PETANI) SDN BHD,"KOMPLEKS CAYMAN 2, JALAN PENGKALAN 08000 SUNGAI PETANI KEDAH",KEDAH,5.6336365,100.4919445
PASARAYA ECONO BATU LINTANG,"LOT 27397B, KAMPUNG BUKIT SUNGAI PASIR 08000 SUNGAI PETANI KEDAH",KEDAH,5.635675,100.4854333
99 SPEEDMART SDN BHD (TMN KELISA RIA)-2569,NO 89 & 90 (GROUND FLOOR) JALAN KELISA RIA 1-C TAMAN KELISA RIA 08000 SUNGAI PETANI KEDAH,KEDAH,5.6363643,100.5621875
PASARAYA ECONO KELISA RIA,"NO. 69, 70, 71, 72 & 73, JALAN KELISA RIA 1-D TAMAN KELISA RIA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6364303,100.5564595
USAHA PINTAS TRADING,"LOT 6-A, PEKAN PARIT PANJANG, 09120 BALING, KEDAH 09120 BALING KEDAH",KEDAH,5.6372687,100.8107242
MUTAIYAS CASH & CARRY SDN BHD,"525A-E, 531, JALAN KUALA KETIL, PEKAN LAMA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6386459,100.4933784
99 SPEEDMART SDN BHD (TMN KEMUDI) - 3283,"NO: A-2 & A-3 (GROUND FLOOR), FASA 4, TAMAN KEMUDI JALAN KUALA KEDAH 06600 KUALA KEDAH KEDAH",KEDAH,5.6399934,100.5463793
99 SPEEDMART SDN BHD (TMN SERULING)-2832,NO: 18 & 19 (GROUND FLOOR) JALAN SERULING 1-A TAMAN SERULING 08000 SUNGAI PETANI KEDAH,KEDAH,5.6408453,100.5142566
ECONO JAYA TAMAN RIA JAYA,"NO.12 & 13,JALAN KUDA KEPANG 1/1 TAMAN RIA JAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6482423,100.5171644
99 SPEEDMART SDN BHD (RIA INDAH)-2561,NO: A-119 (GROUND FLOOR) LORONG RIA INDAH 12 TAMAN RIA INDAH 08000 SUNGAI PETANI KEDAH,KEDAH,5.6526468,100.5074887
EDARAN MUTIARA KK SDN BHD (SUNGAI PETANI),NO 16-24 GROUND FLOOR JALAN BANDAR BARU 1 TAMAN BANDAR BARU 08000 SUNGAI PETANI KEDAH,KEDAH,5.6530921,100.5061545
WN BERKAT JAYA ENTERPRISE,"LOT 2007, BANDAR BARU JELI 17600 JELI KELANTAN",KELANTAN,5.653462,101.793695
99 SPEEDMART SDN BHD (KOTA BALING JAYA) - 3468,"NO: 35 & 36 (GROUND FLOOR), PERSISIRAN KOTA 1/5, KOTA BALING JAYA, 09100 BALING KEDAH",KEDAH,5.6557101,100.8723155
ECONO JAYA (SIK),"NO.1, 2 & 3, TINGKAT BAWAH JALAN BUNGA RAYA KOMPLEKS PERNIAGAAN BUNGA RAYA 08000 SIK KEDAH",KEDAH,5.6569754,100.4884719
LOTUSS SG PETANI,"LOTUSS SG PETANI 300, JALAN HEIGHT LAGENDA HEIGHT 08000 SG PETANI KEDAH",KEDAH,5.6603963,100.4997341
99 SPEEDMART SDN BHD (BKT BANYAN)-2670,NO: 19 & 20 (GROUND FLOOR) PERSIARAN BANYAN SQUARE 1 BUKIT BANYAN 08000 SUNGAI PETANI KEDAH,KEDAH,5.6613491,100.5488428
99 SPEEDMART SDN BHD (CINTA SAYANG RESORT HOMES)-2831,NO: A12B & A15 (GROUND FLOOR) JALAN 2 CINTA SAYANG RESORT HOMES 08000 SUNGAI PETANI KEDAH,KEDAH,5.6643075,100.5274842
G-MART BORNEO RETAIL SDN BHD - TAMBUNAN,"G*MART-TAMBUNAN STORE, LOT 1-4, BLOCK G TAMBUNAN NEW TOWNSHIP PHASE IV 89657 TAMBUNAN SABAH",SABAH,5.6695652,116.3646746
99 SPEEDMART SDN BHD (KG TAVIU) - SBH 24420,NT NO. 083229083 KG.TAVIU JALAN RANAU-SANDAKAN 89100 BELURAN SABAH,SABAH,5.6705667,116.9068183
FRESH 365 - BANDAR AMANJAYA 1,"NO. 75 & 76, LENGKOK CEMPAKA 1, BANDAR AMANJAYA, 08000 SUNGAI PETANI, KEDAH 08000 SUNGAI PETANI KEDAH",KEDAH,5.6710631,100.5087566
SEGAR JAYA,"KAMPUNG NAMBAYAN TAMBUNAN, 89650 TAMBUNAN 89650 TAMBUNAN SABAH",SABAH,5.6719986,116.3659601
C-MART (SUNGAI PETANI),"NO 1, JALAN JATI KOMPLEKS AMANJAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.6734027,100.508315
ECONO JAYA (BALING),"NO.10, 11 & 12 JALAN SYED SHEH PEKAN BALING 09100 BALING KEDAH",KEDAH,5.6753646,100.9173199
FRESH 365 - BANDAR AMANJAYA 2,"PT 15 MUKIM BANDAR AMANJAYA, 08000 SUNGAI PETANI, KEDAH 08000 SUNGAI PETANI KEDAH",KEDAH,5.6791303,100.5047159
CKS SUPERMARKET PAPAR,"LOT 4-9, GRD & 1ST FLR, PAPAR COMMERCIAL CENTRE JALAN KG. SURATI 89500 PAPAR SABAH",SABAH,5.679611,116.0343178
CKS SUPERMARKET TAMBUNAN,"NT.143077785, LOT 2, KARANAAN VILLA KG KARANAAN 89657 TAMBUNAN SABAH",SABAH,5.6831297,116.3754665
99 SPEEDMART SDN BHD (BDR LAGUNA MERBOK)-2677,NO: 30 (GROUND FLOOR) LORONG BLM 1/11 BANDAR LAGUNA MERBOK 08000 SUNGAI PETANI KEDAH,KEDAH,5.6894796,100.5024687
99 SPEEDMART SDN BHD (KG SIMPUDU) - SBH 33624,NT SERIAL NO. 023002584 KG. SIMPUDU JALAN SIMPUDU 89600 PAPAR SABAH,SABAH,5.6914356,115.9835511
PASARAYA ECONO SUNGAI LALANG 1,"NO.189,190,191,192 & 193,JALAN MELOR 1/6,PERSIARAN AMANJAYA 5, 08000 SUNGAI PETANI KEDAH",KEDAH,5.6918726,100.5319678
99 SPEEDMART SDN BHD (PUSAT KORMESIAL SAUJANA)-2617,NO: 43 & 44 (GROUND FLOOR) JALAN PKS (A) PUSAT KOMERSIAL SAUJANA 08000 SUNGAI PETANI KEDAH,KEDAH,5.6934325,100.5401359
EDARAN MUTIARA KK SDN BHD (SUNGAI LALANG),"NO 39-41, JALAN SEROJA 1/1 PERSIARAN AMANJAYA 2 08000 SUNGAI PETANI KEDAH",KEDAH,5.6941945,100.518018
99 SPEEDMART SDN BHD (TMN LEMBAH BUJANG UTAMA)-2880,NO: 14A (GROUND FLOOR) JALAN BUJANG UTAMA 1 TAMAN LEMBAH BUJANG UTAMA 08100 BEDONG KEDAH,KEDAH,5.7002925,100.4354879
KEDAI RUNCIT KITO SDN BHD - MM @KG.PANGKAL CHUIT,"LOT 178 & 179, JALAN TEMANGAN, KG PANGKAL CHUIT 18500 MACHANG KELANTAN",KELANTAN,5.7018123,102.1899185
G-MART BORNEO RETAIL SDN BHD - RANAU,"G*MART-RANAU, NT11745, LOT 1-6, RANAU COMMERCIAL SHOPLOT, 3KM, JALAN RANAU, SANDAKAN 89300 SANDAKAN SABAH",SABAH,5.7021347,117.4182268
PASAR RAYA AA TEGUH (AH),"NO 284,285,286 & 287 JALAN MELOR 1/2 BANDAR AMAN JAYA 08000 SUNGAI PETANI KEDAH",KEDAH,5.7023217,100.5371577
99 SPEEDMART SDN BHD (TMN BDR AMANJAYA 2)-2898,NO: 173 (GROUND FLOOR) JALAN MELOR 1/6 BANDAR AMANJAYA 08000 SUNGAI PETANI KEDAH,KEDAH,5.7025562,100.5370734
PASARAYA KAWAN KITA (AMANJAYA),"NO 197&198, JALAN MELOR 1/6,BANDAR AMANJAYA,08000 SUNGAI PETANI, KEDAH 08000 SUNGAI PETANI KEDAH",KEDAH,5.7025562,100.5370734
GOLDEN DRAGON CITY PAPAR,"LOT 1-10,BLOCK A2,GROUND FLOOR & 1 FLOOR,JALAN PAPAR JALAN PAPAR BARU,BENONI CENTRE 89600 PAPAR SABAH",SABAH,5.7026091,115.9344431
99 SPEEDMART SDN BHD (BENONI COMMERCIAL CENTRE) - SBH 16117,"LOT 11&12, BLOCK A1 GROUND FLOOR, JALAN PAPAR BARU BENONI COMMERCIAL CENTER 89600 PAPAR SABAH",SABAH,5.7026091,115.9344431
SERVAY EVERGREEN - SHBN,"SHOPLOT NO178 , BENONI COMMERCIAL CENTRE PHASE 3A 89600 PAPAR SABAH",SABAH,5.7026091,115.9344431
CKS GROCER - PARKLAND CITY BENONI,"LOT 8 & LOT 9, GROUND FLOOR, PARKLANE CITY, BENONI LORONG LINTAS PLAZA 89600 PAPAR SABAH",SABAH,5.7036775,115.932844
ECONO JAYA (SUNGAI LALANG 2),"NO.11A & 15 JALAN JATI 25A, TAMAN BANDAR BARU SUNGAI LALANG 08100 BEDONG, KEDAH",KEDAH,5.7061594,100.5315287
TASNIM TRADING,LOT 24 KAMPUNG BATU MELINTANG 17600 JELI KELANTAN,KELANTAN,5.7074065,101.7702355
MAN LILI MAJU ENTERPRISE,"NO.38E, KAMPUNG GUNUNG RENG BATU MELINTANG 17600 JELI KELANTAN",KELANTAN,5.7074065,101.7702355
99 SPEEDMART SDN BHD (TMN SEMELING INDAH)-2846,NO: A1 & A2 (GROUND FLOOR) JALAN SEMELING MAJU 1 TAMAN SEMELING SETIA 08100 BEDONG KEDAH,KEDAH,5.7075769,100.473874
PASAR MINI TMK SHAMN,"NO.436, JALAN BESAR BANDAR TEMANGAN 18400 TEMANGAN KELANTAN",KELANTAN,5.7100357,102.1530325
99 SPEEDMART SDN BHD (TMN LEMBAH BUJANG SAUJANA)-2644,NO: 14B & 15B (GROUND FLOOR) JALAN BUJANG SAUJANA 2 TAMAN LEMBAH BUJANG SAUJANA 09400 MERBOK KEDAH,KEDAH,5.711714,100.4267235
SUNGAI CHELING TRADING,KAMPUNG SUNGAI CHELING GUAL STAN 17600 JELI KELANTAN,KELANTAN,5.7129998,101.8672756
99 SPEEDMART SDN BHD (TMN BDR BARU)-2756,NO: 25 & 27 (GROUND FLOOR) LORONG JATI 18-A TAMAN BANDAR BARU 08100 SUNGAI LALANG KEDAH,KEDAH,5.7130225,100.5321241
ECO-SHOP BEDONG,"NO. 8A, 9A, 10A, 11A, 12A, 13A (GROUND FLOOR), JALAN BISTARI JAYA UTAMA, TAMAN BISTARI UTAMA, 08100 SUNGAI LALANG, KEDAH 08100 SUNGAI LALANG KEDAH",KEDAH,5.7135358,100.5190903
99 SPEEDMART SDN BHD (KG LAKUT) - SBH 32923,NT NO. 023148987 KAMPUNG LAKUT JALAN SURATI 89600 PAPAR SABAH,SABAH,5.7164598,115.9342798
SERVAY EVERGREEN - SHPP,"LOT 57, PAPAR SQUARE, KG.LINGAN, JALAN PAPAR SPUR 89600 PAPAR SABAH",SABAH,5.7164598,115.9342798
99 SPEEDMART SDN BHD (TMN TELUK BAYU)-3041,NO: 2 & 3 (GROUND FLOOR) JALAN TELUK BAYU 1 TAMAN TELUK BAYU 08000 SUNGAI PETANI KEDAH,KEDAH,5.7165836,100.5476492
99 SPEEDMART SDN BHD (TMN BISTARI UTAMA)-2607,NO: 17A & 18A (GROUND FLOOR) JALAN BISTARI JAYA UTAMA TAMAN BISTARI UTAMA 08100 BEDONG KEDAH,KEDAH,5.7168714,100.4777276
PASARAYA EKONOMI A-WANG SDN. BHD. - YAN,"NO. 8-13, SUSURAN SERI BAYU, KOMPLEKS PERNIAGAAN SERI BAYU, 06900 YAN KEDAH",KEDAH,5.7168714,100.4777276
FRESH 365 - TAMAN UNIVERSITI SEMELING,"A10 &, A11, JALAN UNIVERSITI 2, TAMAN UNIVERSITI SEMELING, 08100 BEDONG, KEDAH 08100 BEDONG KEDAH",KEDAH,5.717624,100.4871268
